iteration_num,timestamp,step_1_generation_step_name,step_1_generation_duration_seconds,step_1_generation_num_samples,step_1_generation_strategy,step_2_prediction_step_name,step_2_prediction_duration_seconds,step_2_prediction_num_samples,step_2_prediction_best_predicted,step_2_prediction_worst_predicted,step_2_prediction_mean_predicted,step_2_prediction_std_predicted,step_2_prediction_metadata_inference_time_per_graph,step_3_selection_step_name,step_3_selection_num_graphs_selected,step_3_selection_good_graphs_set_size,step_3_selection_good_graphs_description_node_type_counts_Validator,step_3_selection_good_graphs_description_node_type_counts_True_pass,step_3_selection_good_graphs_description_node_type_counts_False_pass,step_3_selection_good_graphs_description_node_type_counts_Split,step_3_selection_good_graphs_description_node_type_counts_Decompose_2,step_3_selection_good_graphs_description_node_type_counts_Decompose_3,step_3_selection_good_graphs_description_node_type_counts_Decompose_4,step_3_selection_good_graphs_description_node_type_counts_Combine_all,step_3_selection_good_graphs_description_node_type_counts_Combine_any,step_3_selection_good_graphs_description_node_type_counts_Solver,step_3_selection_good_graphs_description_node_type_counts_Python_solver,step_3_selection_good_graphs_description_node_type_counts_Explain,step_3_selection_good_graphs_description_node_type_counts_Extract_topic,step_3_selection_good_graphs_description_node_type_counts_START,step_3_selection_good_graphs_description_node_type_counts_END,step_4_evaluation_step_name,step_4_evaluation_duration_seconds,step_4_evaluation_num_graphs,step_4_evaluation_num_problems_available,step_4_evaluation_num_problems_per_graph,step_4_evaluation_num_evaluations,step_4_evaluation_best_evaluated,step_4_evaluation_worst_evaluated,step_4_evaluation_mean_evaluated,step_4_evaluation_std_evaluated,step_4_evaluation_rmse_gnn_vs_llm,step_4_evaluation_mae_gnn_vs_llm,step_4_evaluation_correlation_gnn_llm,step_4_evaluation_mean_absolute_error_per_graph,step_4_evaluation_mean_variance_across_graphs,step_4_evaluation_mean_std_across_graphs,step_4_evaluation_total_perfect_scores,step_4_evaluation_total_partial_scores,step_4_evaluation_total_failed_scores,step_4_evaluation_success_rate_perfect,step_4_evaluation_success_rate_any,step_4_evaluation_per_graph_metrics,step_4_evaluation_metadata_evaluation_time_per_graph,step_4_evaluation_metadata_evaluation_time_per_problem,step_4_evaluation_metadata_evaluation_method,step_4_evaluation_metadata_problem_categories,step_5_training_update_step_name,step_5_training_update_num_training_samples_added,step_5_training_update_total_training_dataset_size,step_6_retraining_step_name,step_6_retraining_training_samples,step_6_retraining_final_loss
10,2025-12-27 23:28:42.318406,generation,11.7885,552,random,prediction,0.0182,552,0.8764854073524475,0.005690799560397863,0.3331818382164625,0.28383459218173673,0.0,selection,10,15,0,0,0,2,13,0,0,15,0,10,26,12,6,15,15,llm_evaluation,174.223,10,5,5,50,1.0,0.8093333333333333,0.9089333333333333,0.09111662855922624,0.09280450365094237,0.0898155234495799,0.17810734366198291,0.0898155234495799,0.0663815111111111,0.18213333333333334,45,5,0,0.9,1.0,10,17.4223,3.4845,llm_multiagent_system,1,training_data_update,10,110,retraining,110,0.012746977247297763
11,2025-12-27 23:31:40.380335,generation,12.7756,547,random,prediction,0.0268,547,0.8656756281852722,0.01698063686490059,0.3667725796114919,0.2884543357380768,0.0,selection,10,15,0,0,0,1,9,5,0,15,0,4,21,13,16,15,15,llm_evaluation,159.8786,10,5,5,50,1.0,0.13606060606060605,0.7612727272727273,0.2250964409169959,0.25351717553603675,0.14365886329159594,-0.32603151147757425,0.14365886329159594,0.08999808999081728,0.2736554679984426,35,14,1,0.7,0.98,10,15.9879,3.1976,llm_multiagent_system,1,training_data_update,10,120,retraining,120,0.013047103335460027
12,2025-12-27 23:36:28.720110,generation,14.578,544,random,prediction,0.0287,544,0.834398090839386,0.10974540561437607,0.42428656121003716,0.24047516045912107,0.0001,selection,10,15,0,0,0,0,5,5,5,15,0,5,28,13,9,15,15,llm_evaluation,267.6556,10,5,5,50,1.0,0.2846666666666667,0.8309111111111112,0.19836831810959538,0.2012077670523843,0.12610266429053416,-0.5066836754279775,0.12610266429053416,0.07396861234567902,0.22135069105354838,39,10,1,0.78,0.98,10,26.7656,5.3531,llm_multiagent_system,1,training_data_update,10,130,retraining,130,0.013506804093189063
13,2025-12-27 23:39:56.795758,generation,11.6664,535,random,prediction,0.0183,535,0.8626620173454285,0.12328092008829117,0.46403765422161497,0.24452818327804068,0.0,selection,10,15,0,0,0,0,7,3,5,15,0,3,25,12,17,15,15,llm_evaluation,190.8906,10,5,5,50,1.0,0.704,0.9342666666666666,0.10473254826779815,0.13428451845107017,0.12716985534032185,-0.3119144689488567,0.12716985534032185,0.04027911111111111,0.10990494505449946,46,4,0,0.92,1.0,10,19.0891,3.8178,llm_multiagent_system,1,training_data_update,10,140,retraining,140,0.013231243086712701
14,2025-12-27 23:42:40.228638,generation,12.4243,528,random,prediction,0.0214,528,0.8536825180053711,0.11123338341712952,0.48711230275644496,0.24986502591887128,0.0,selection,10,15,0,0,0,0,11,3,1,15,0,9,21,16,11,15,15,llm_evaluation,145.211,10,5,5,50,1.0,0.6386666666666667,0.8706545454545453,0.10779899602749679,0.11414113587439668,0.08921654526826109,-0.30547917395421975,0.08921654526826109,0.08076348062442608,0.23067885925809506,42,8,0,0.84,1.0,10,14.5211,2.9042,llm_multiagent_system,1,training_data_update,10,150,retraining,150,0.011816631406545638
15,2025-12-27 23:46:00.379929,generation,12.2088,522,random,prediction,0.0211,522,0.8548521995544434,0.046531468629837036,0.4901281933218127,0.28404375749787514,0.0,selection,10,15,0,0,0,0,8,1,6,15,0,11,24,11,13,15,15,llm_evaluation,180.9189,10,5,5,50,1.0,0.7506666666666667,0.8490666666666666,0.0782038362230396,0.0777511046530839,0.061789496835072864,0.372080703729347,0.061789496835072864,0.10310684444444443,0.2871949491325736,41,9,0,0.82,1.0,10,18.0919,3.6184,llm_multiagent_system,1,training_data_update,10,160,retraining,160,0.011100872233510018
16,2025-12-28 00:03:26.382281,generation,11.7178,512,random,prediction,0.0164,512,0.8788317441940308,0.06328704953193665,0.5305647860805038,0.27727736868394937,0.0,selection,10,15,0,0,0,0,4,5,6,15,0,7,23,11,14,15,15,llm_evaluation,1026.8939,10,5,5,50,1.0,0.6533333333333333,0.842,0.10807746431153453,0.11196008361276244,0.09227084596229321,0.09488392425314653,0.09227084596229321,0.08378804407713498,0.2509152489741827,39,11,0,0.78,1.0,10,102.6894,20.5379,llm_multiagent_system,1,training_data_update,10,170,retraining,170,0.01193535256692592
17,2025-12-28 00:12:35.746848,generation,12.1057,502,random,prediction,0.0193,502,0.8990955948829651,0.03338943049311638,0.5006569811176375,0.2885376384801011,0.0,selection,10,15,0,0,0,0,4,5,5,14,0,10,20,11,15,15,15,llm_evaluation,530.0313,10,5,5,50,1.0,0.8,0.9009333333333334,0.08559345769391491,0.0891961115484686,0.08264664193789165,0.038665049781395996,0.08264664193789165,0.06856177777777778,0.19813333333333333,44,5,1,0.88,0.98,10,53.0031,10.6006,llm_multiagent_system,1,training_data_update,10,180,retraining,180,0.011099534150626924
18,2025-12-28 00:17:53.104939,generation,13.4297,492,random,prediction,0.0214,492,0.8898035883903503,0.0068430001847445965,0.5388748057610621,0.31514180594688285,0.0,selection,10,15,0,0,0,0,9,5,0,14,0,8,13,18,17,15,15,llm_evaluation,295.4545,10,5,5,50,1.0,0.54125,0.7679817812269032,0.1169435500024068,0.1595430525196705,0.13341871930906177,-0.09874728368956764,0.13341871930906177,0.0966964597539125,0.2891642277679571,32,17,1,0.64,0.98,10,29.5455,5.9091,llm_multiagent_system,1,training_data_update,10,190,retraining,190,0.011091335657003678
19,2025-12-28 00:20:39.330119,generation,12.159,482,random,prediction,0.03,482,0.8583048582077026,0.03324710950255394,0.45551042701600747,0.3038455164845392,0.0001,selection,10,15,0,0,0,0,11,1,2,14,0,8,17,20,15,15,15,llm_evaluation,145.3465,10,5,5,50,1.0,0.40312820512820513,0.8740650932400932,0.1943763163383939,0.1949689239781367,0.15692325362269974,-0.17566695506079963,0.15692325362269974,0.024329583276960026,0.09253743990171724,39,11,0,0.78,1.0,10,14.5346,2.9069,llm_multiagent_system,1,training_data_update,10,200,retraining,200,0.011490301042795182
20,2025-12-28 00:23:30.644435,generation,12.3652,476,random,prediction,0.0182,476,0.8745133280754089,0.05921395495533943,0.5206166604345962,0.2875072284695048,0.0,selection,10,15,0,0,0,0,8,6,0,14,0,12,15,17,11,15,15,llm_evaluation,150.1675,10,5,5,50,1.0,0.7083333333333333,0.8940333333333335,0.09824667933319682,0.09938631458414154,0.08735159956614177,0.4128751603702396,0.08735159956614177,0.06262537777777778,0.1898322753602058,43,7,0,0.86,1.0,10,15.0168,3.0034,llm_multiagent_system,1,training_data_update,10,210,retraining,210,0.010761913497533117
21,2025-12-28 00:24:56.304680,generation,12.0051,466,random,prediction,0.0238,466,0.873189389705658,0.023856572806835175,0.519354080581486,0.30708742699672764,0.0001,selection,10,15,0,0,0,0,3,3,8,14,0,7,23,14,14,15,15,llm_evaluation,64.9008,10,5,5,50,1.0,0.5646666666666667,0.9254666666666665,0.13537464065818727,0.14647276101636617,0.1275312970002492,0.31047500252809607,0.1275312970002492,0.03327271111111111,0.09881400699613004,45,5,0,0.9,1.0,10,6.4901,1.298,llm_multiagent_system,1,training_data_update,10,220,retraining,220,0.012319864044812593
22,2025-12-28 00:27:59.426460,generation,12.2044,459,random,prediction,0.0175,459,0.8878688812255859,0.016225196421146393,0.5068903727525914,0.33301940997317225,0.0,selection,10,15,0,0,0,0,2,4,8,14,0,2,18,21,16,15,15,llm_evaluation,160.1723,10,5,5,50,1.0,0.0,0.7997697112635792,0.3054811509962849,0.3169688311921753,0.20854892148216359,-0.4746489287142131,0.20854892148216359,0.03512785813712549,0.11169900197168828,37,8,5,0.74,0.9,10,16.0172,3.2034,llm_multiagent_system,1,training_data_update,10,230,retraining,230,0.01189792747406856
23,2025-12-28 00:46:28.622995,generation,13.0098,449,random,prediction,0.0179,449,0.8698497414588928,0.04477063566446304,0.3790104750601911,0.2966653491252483,0.0,selection,10,15,0,0,0,0,4,2,9,15,0,8,24,21,5,15,15,llm_evaluation,1086.1169,10,5,5,50,1.0,0.0,0.5749924242424242,0.3937641177669333,0.4947813979107581,0.34847103358037546,-0.9398181903358708,0.34847103358037546,0.050896744719926536,0.1569431638126478,25,10,15,0.5,0.7,10,108.6117,21.7223,llm_multiagent_system,1,training_data_update,10,240,retraining,240,0.01207799104352792
24,2025-12-28 00:49:58.286005,generation,12.5773,439,random,prediction,0.0196,439,0.8742936253547668,4.835518848267384e-05,0.4058565319938682,0.3296784372275644,0.0,selection,10,15,0,0,0,0,4,2,9,15,0,8,19,21,10,15,15,llm_evaluation,187.0682,10,5,5,50,1.0,0.6345454545454545,0.9205434343434342,0.11684363767766046,0.12640984431086724,0.11300481337537668,-0.24042717995262938,0.11300481337537668,0.03651363101724314,0.11756070827285234,44,6,0,0.88,1.0,10,18.7068,3.7414,llm_multiagent_system,1,training_data_update,10,250,retraining,250,0.011561055213212967
25,2025-12-28 00:52:50.529199,generation,12.7346,429,random,prediction,0.0209,429,0.873603105545044,0.00012071167293470353,0.3716008768218574,0.33814836563056766,0.0,selection,10,15,0,0,0,0,4,2,9,15,0,13,19,16,10,15,15,llm_evaluation,148.3069,10,5,5,50,1.0,0.6900000000000001,0.8668666666666667,0.09975037733150574,0.09996354268559542,0.08254551232655842,0.34987336322563445,0.08254551232655842,0.07585848888888888,0.22696101158842552,41,8,1,0.82,0.98,10,14.8307,2.9661,llm_multiagent_system,1,training_data_update,10,260,retraining,260,0.0114242499264387
26,2025-12-28 00:56:35.860651,generation,12.334,419,random,prediction,0.0176,419,0.8659732937812805,0.0004015754093416035,0.33548775243310053,0.32301573032310293,0.0,selection,10,15,0,0,0,0,6,4,5,15,0,21,19,14,2,15,15,llm_evaluation,202.4364,10,5,5,50,1.0,0.66,0.8931351351351351,0.11618404331538085,0.11724330602156238,0.10607499603323031,0.6262259234035764,0.10607499603323031,0.07087532505478447,0.1874909557653719,44,6,0,0.88,1.0,10,20.2436,4.0487,llm_multiagent_system,1,training_data_update,10,270,retraining,270,0.012459830277495913
27,2025-12-28 00:59:30.295372,generation,12.5413,409,random,prediction,0.018,409,0.8867030143737793,0.001225772313773632,0.3662543713666207,0.31903885075199623,0.0,selection,10,15,0,0,0,0,6,2,7,15,0,17,19,19,3,15,15,llm_evaluation,150.5194,10,5,5,50,1.0,0.6533333333333333,0.8424074074074074,0.1416550467275151,0.14674800676981783,0.13337729966198958,-0.22911385851133875,0.13337729966198958,0.09393964334705077,0.23689824901582485,41,8,1,0.82,0.98,10,15.0519,3.0104,llm_multiagent_system,1,training_data_update,10,280,retraining,280,0.012812120015067714
28,2025-12-28 01:02:56.968327,generation,12.5397,401,random,prediction,0.0178,401,0.8595817685127258,0.002828287659212947,0.3434612034614479,0.3156156644947491,0.0,selection,10,15,0,0,0,0,0,2,13,15,0,4,15,26,13,15,15,llm_evaluation,181.1116,10,5,5,50,1.0,0.6933333333333334,0.9425333333333332,0.10058044872969432,0.1265528562334698,0.12032865749994914,-0.44878111806061677,0.12032865749994914,0.03087537777777778,0.0920938667553388,46,4,0,0.92,1.0,10,18.1112,3.6222,llm_multiagent_system,1,training_data_update,10,290,retraining,290,0.013748563903159108
29,2025-12-28 01:07:26.764994,generation,12.2731,401,random,prediction,0.0164,401,0.8781344890594482,1.0320608453184832e-05,0.3155737191558198,0.35704262358870376,0.0,selection,10,15,0,0,0,0,0,2,13,15,0,4,15,26,13,15,15,llm_evaluation,245.4329,10,5,5,50,1.0,0.7478260869565218,0.8889179320787368,0.09441195946380607,0.09502605449364594,0.08670318408260969,0.06491883223544805,0.08670318408260969,0.07202007126601191,0.20700734725281925,43,7,0,0.86,1.0,10,24.5433,4.9087,llm_multiagent_system,1,training_data_update,10,300,retraining,300,0.012318096521000067
