iteration_num,timestamp,step_1_generation_step_name,step_1_generation_duration_seconds,step_1_generation_num_samples,step_1_generation_strategy,step_2_prediction_step_name,step_2_prediction_duration_seconds,step_2_prediction_num_samples,step_2_prediction_best_predicted,step_2_prediction_worst_predicted,step_2_prediction_mean_predicted,step_2_prediction_std_predicted,step_2_prediction_metadata_inference_time_per_graph,step_3_selection_step_name,step_3_selection_num_graphs_selected,step_3_selection_good_graphs_set_size,step_3_selection_good_graphs_description_node_type_counts,step_4_evaluation_step_name,step_4_evaluation_duration_seconds,step_4_evaluation_num_graphs,step_4_evaluation_num_problems_available,step_4_evaluation_num_problems_per_graph,step_4_evaluation_num_evaluations,step_4_evaluation_best_evaluated,step_4_evaluation_worst_evaluated,step_4_evaluation_mean_evaluated,step_4_evaluation_std_evaluated,step_4_evaluation_rmse_gnn_vs_llm,step_4_evaluation_mae_gnn_vs_llm,step_4_evaluation_correlation_gnn_llm,step_4_evaluation_mean_absolute_error_per_graph,step_4_evaluation_mean_variance_across_graphs,step_4_evaluation_mean_std_across_graphs,step_4_evaluation_total_perfect_scores,step_4_evaluation_total_partial_scores,step_4_evaluation_total_failed_scores,step_4_evaluation_success_rate_perfect,step_4_evaluation_success_rate_any,step_4_evaluation_per_graph_metrics_count,step_4_evaluation_metadata_evaluation_time_per_graph,step_4_evaluation_metadata_evaluation_time_per_problem,step_4_evaluation_metadata_evaluation_method,step_4_evaluation_metadata_problem_categories,step_5_training_update_step_name,step_5_training_update_num_training_samples_added,step_5_training_update_total_training_dataset_size,step_6_retraining_step_name,step_6_retraining_training_samples,step_6_retraining_final_loss
14,2025-12-27T23:42:40.228638,generation,12.4243,528,random,prediction,0.0214,528,0.8536825180053711,0.1112333834171295,0.4871123027564449,0.2498650259188712,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 11, 'Decompose_3': 3, 'Decompose_4': 1, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 9, 'Python_solver': 21, 'Explain': 16, 'Extract_topic': 11, 'START': 15, 'END': 15}",llm_evaluation,145.211,10,5,5,50,1.0,0.6386666666666667,0.8706545454545453,0.1077989960274967,0.1141411358743966,0.089216545268261,-0.3054791739542197,0.089216545268261,0.080763480624426,0.230678859258095,42,8,0,0.84,1.0,10,14.5211,2.9042,llm_multiagent_system,['unknown'],training_data_update,10,150,retraining,150,0.0118166314065456
15,2025-12-27T23:46:00.379929,generation,12.2088,522,random,prediction,0.0211,522,0.8548521995544434,0.046531468629837,0.4901281933218127,0.2840437574978751,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 8, 'Decompose_3': 1, 'Decompose_4': 6, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 11, 'Python_solver': 24, 'Explain': 11, 'Extract_topic': 13, 'START': 15, 'END': 15}",llm_evaluation,180.9189,10,5,5,50,1.0,0.7506666666666667,0.8490666666666666,0.0782038362230396,0.0777511046530839,0.0617894968350728,0.372080703729347,0.0617894968350728,0.1031068444444444,0.2871949491325736,41,9,0,0.82,1.0,10,18.0919,3.6184,llm_multiagent_system,['unknown'],training_data_update,10,160,retraining,160,0.01110087223351
16,2025-12-28T00:03:26.382281,generation,11.7178,512,random,prediction,0.0164,512,0.8788317441940308,0.0632870495319366,0.5305647860805038,0.2772773686839493,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 4, 'Decompose_3': 5, 'Decompose_4': 6, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 7, 'Python_solver': 23, 'Explain': 11, 'Extract_topic': 14, 'START': 15, 'END': 15}",llm_evaluation,1026.8939,10,5,5,50,1.0,0.6533333333333333,0.842,0.1080774643115345,0.1119600836127624,0.0922708459622932,0.0948839242531465,0.0922708459622932,0.0837880440771349,0.2509152489741827,39,11,0,0.78,1.0,10,102.6894,20.5379,llm_multiagent_system,['unknown'],training_data_update,10,170,retraining,170,0.0119353525669259
17,2025-12-28T00:12:35.746848,generation,12.1057,502,random,prediction,0.0193,502,0.8990955948829651,0.0333894304931163,0.5006569811176375,0.2885376384801011,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 4, 'Decompose_3': 5, 'Decompose_4': 5, 'Combine_all': 14, 'Combine_any': 0, 'Solver': 10, 'Python_solver': 20, 'Explain': 11, 'Extract_topic': 15, 'START': 15, 'END': 15}",llm_evaluation,530.0313,10,5,5,50,1.0,0.8,0.9009333333333334,0.0855934576939149,0.0891961115484686,0.0826466419378916,0.0386650497813959,0.0826466419378916,0.0685617777777777,0.1981333333333333,44,5,1,0.88,0.98,10,53.0031,10.6006,llm_multiagent_system,['unknown'],training_data_update,10,180,retraining,180,0.0110995341506269
18,2025-12-28T00:17:53.104939,generation,13.4297,492,random,prediction,0.0214,492,0.8898035883903503,0.0068430001847445,0.5388748057610621,0.3151418059468828,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 9, 'Decompose_3': 5, 'Decompose_4': 0, 'Combine_all': 14, 'Combine_any': 0, 'Solver': 8, 'Python_solver': 13, 'Explain': 18, 'Extract_topic': 17, 'START': 15, 'END': 15}",llm_evaluation,295.4545,10,5,5,50,1.0,0.54125,0.7679817812269032,0.1169435500024068,0.1595430525196705,0.1334187193090617,-0.0987472836895676,0.1334187193090617,0.0966964597539125,0.2891642277679571,32,17,1,0.64,0.98,10,29.5455,5.9091,llm_multiagent_system,['unknown'],training_data_update,10,190,retraining,190,0.0110913356570036
19,2025-12-28T00:20:39.330119,generation,12.159,482,random,prediction,0.03,482,0.8583048582077026,0.0332471095025539,0.4555104270160074,0.3038455164845392,0.0001,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 11, 'Decompose_3': 1, 'Decompose_4': 2, 'Combine_all': 14, 'Combine_any': 0, 'Solver': 8, 'Python_solver': 17, 'Explain': 20, 'Extract_topic': 15, 'START': 15, 'END': 15}",llm_evaluation,145.3465,10,5,5,50,1.0,0.4031282051282051,0.8740650932400932,0.1943763163383939,0.1949689239781367,0.1569232536226997,-0.1756669550607996,0.1569232536226997,0.02432958327696,0.0925374399017172,39,11,0,0.78,1.0,10,14.5346,2.9069,llm_multiagent_system,['unknown'],training_data_update,10,200,retraining,200,0.0114903010427951
20,2025-12-28T00:23:30.644435,generation,12.3652,476,random,prediction,0.0182,476,0.8745133280754089,0.0592139549553394,0.5206166604345962,0.2875072284695048,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 8, 'Decompose_3': 6, 'Decompose_4': 0, 'Combine_all': 14, 'Combine_any': 0, 'Solver': 12, 'Python_solver': 15, 'Explain': 17, 'Extract_topic': 11, 'START': 15, 'END': 15}",llm_evaluation,150.1675,10,5,5,50,1.0,0.7083333333333333,0.8940333333333335,0.0982466793331968,0.0993863145841415,0.0873515995661417,0.4128751603702396,0.0873515995661417,0.0626253777777777,0.1898322753602058,43,7,0,0.86,1.0,10,15.0168,3.0034,llm_multiagent_system,['unknown'],training_data_update,10,210,retraining,210,0.0107619134975331
21,2025-12-28T00:24:56.304680,generation,12.0051,466,random,prediction,0.0238,466,0.873189389705658,0.0238565728068351,0.519354080581486,0.3070874269967276,0.0001,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 3, 'Decompose_3': 3, 'Decompose_4': 8, 'Combine_all': 14, 'Combine_any': 0, 'Solver': 7, 'Python_solver': 23, 'Explain': 14, 'Extract_topic': 14, 'START': 15, 'END': 15}",llm_evaluation,64.9008,10,5,5,50,1.0,0.5646666666666667,0.9254666666666664,0.1353746406581872,0.1464727610163661,0.1275312970002492,0.310475002528096,0.1275312970002492,0.0332727111111111,0.09881400699613,45,5,0,0.9,1.0,10,6.4901,1.298,llm_multiagent_system,['unknown'],training_data_update,10,220,retraining,220,0.0123198640448125
22,2025-12-28T00:27:59.426460,generation,12.2044,459,random,prediction,0.0175,459,0.8878688812255859,0.0162251964211463,0.5068903727525914,0.3330194099731722,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 2, 'Decompose_3': 4, 'Decompose_4': 8, 'Combine_all': 14, 'Combine_any': 0, 'Solver': 2, 'Python_solver': 18, 'Explain': 21, 'Extract_topic': 16, 'START': 15, 'END': 15}",llm_evaluation,160.1723,10,5,5,50,1.0,0.0,0.7997697112635792,0.3054811509962849,0.3169688311921753,0.2085489214821635,-0.4746489287142131,0.2085489214821635,0.0351278581371254,0.1116990019716882,37,8,5,0.74,0.9,10,16.0172,3.2034,llm_multiagent_system,['unknown'],training_data_update,10,230,retraining,230,0.0118979274740685
23,2025-12-28T00:46:28.622995,generation,13.0098,449,random,prediction,0.0179,449,0.8698497414588928,0.044770635664463,0.3790104750601911,0.2966653491252483,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 4, 'Decompose_3': 2, 'Decompose_4': 9, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 8, 'Python_solver': 24, 'Explain': 21, 'Extract_topic': 5, 'START': 15, 'END': 15}",llm_evaluation,1086.1169,10,5,5,50,1.0,0.0,0.5749924242424242,0.3937641177669333,0.4947813979107581,0.3484710335803754,-0.9398181903358708,0.3484710335803754,0.0508967447199265,0.1569431638126478,25,10,15,0.5,0.7,10,108.6117,21.7223,llm_multiagent_system,['unknown'],training_data_update,10,240,retraining,240,0.0120779910435279
24,2025-12-28T00:49:58.286005,generation,12.5773,439,random,prediction,0.0196,439,0.8742936253547668,4.835518848267384e-05,0.4058565319938682,0.3296784372275644,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 4, 'Decompose_3': 2, 'Decompose_4': 9, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 8, 'Python_solver': 19, 'Explain': 21, 'Extract_topic': 10, 'START': 15, 'END': 15}",llm_evaluation,187.0682,10,5,5,50,1.0,0.6345454545454545,0.9205434343434342,0.1168436376776604,0.1264098443108672,0.1130048133753766,-0.2404271799526293,0.1130048133753766,0.0365136310172431,0.1175607082728523,44,6,0,0.88,1.0,10,18.7068,3.7414,llm_multiagent_system,['unknown'],training_data_update,10,250,retraining,250,0.0115610552132129
25,2025-12-28T00:52:50.529199,generation,12.7346,429,random,prediction,0.0209,429,0.873603105545044,0.0001207116729347,0.3716008768218574,0.3381483656305676,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 4, 'Decompose_3': 2, 'Decompose_4': 9, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 13, 'Python_solver': 19, 'Explain': 16, 'Extract_topic': 10, 'START': 15, 'END': 15}",llm_evaluation,148.3069,10,5,5,50,1.0,0.6900000000000001,0.8668666666666667,0.0997503773315057,0.0999635426855954,0.0825455123265584,0.3498733632256344,0.0825455123265584,0.0758584888888888,0.2269610115884255,41,8,1,0.82,0.98,10,14.8307,2.9661,llm_multiagent_system,['unknown'],training_data_update,10,260,retraining,260,0.0114242499264387
26,2025-12-28T00:56:35.860651,generation,12.334,419,random,prediction,0.0176,419,0.8659732937812805,0.0004015754093416,0.3354877524331005,0.3230157303231029,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 6, 'Decompose_3': 4, 'Decompose_4': 5, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 21, 'Python_solver': 19, 'Explain': 14, 'Extract_topic': 2, 'START': 15, 'END': 15}",llm_evaluation,202.4364,10,5,5,50,1.0,0.66,0.8931351351351351,0.1161840433153808,0.1172433060215623,0.1060749960332303,0.6262259234035764,0.1060749960332303,0.0708753250547844,0.1874909557653719,44,6,0,0.88,1.0,10,20.2436,4.0487,llm_multiagent_system,['unknown'],training_data_update,10,270,retraining,270,0.0124598302774959
27,2025-12-28T00:59:30.295372,generation,12.5413,409,random,prediction,0.018,409,0.8867030143737793,0.0012257723137736,0.3662543713666207,0.3190388507519962,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 6, 'Decompose_3': 2, 'Decompose_4': 7, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 17, 'Python_solver': 19, 'Explain': 19, 'Extract_topic': 3, 'START': 15, 'END': 15}",llm_evaluation,150.5194,10,5,5,50,1.0,0.6533333333333333,0.8424074074074074,0.1416550467275151,0.1467480067698178,0.1333772996619895,-0.2291138585113387,0.1333772996619895,0.0939396433470507,0.2368982490158248,41,8,1,0.82,0.98,10,15.0519,3.0104,llm_multiagent_system,['unknown'],training_data_update,10,280,retraining,280,0.0128121200150677
28,2025-12-28T01:02:56.968327,generation,12.5397,401,random,prediction,0.0178,401,0.8595817685127258,0.0028282876592129,0.3434612034614479,0.3156156644947491,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 2, 'Decompose_4': 13, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 4, 'Python_solver': 15, 'Explain': 26, 'Extract_topic': 13, 'START': 15, 'END': 15}",llm_evaluation,181.1116,10,5,5,50,1.0,0.6933333333333334,0.9425333333333332,0.1005804487296943,0.1265528562334698,0.1203286574999491,-0.4487811180606167,0.1203286574999491,0.0308753777777777,0.0920938667553388,46,4,0,0.92,1.0,10,18.1112,3.6222,llm_multiagent_system,['unknown'],training_data_update,10,290,retraining,290,0.0137485639031591
29,2025-12-28T01:07:26.764994,generation,12.2731,401,random,prediction,0.0164,401,0.8781344890594482,1.0320608453184832e-05,0.3155737191558198,0.35704262358870376,0.0,selection,10,15,"{'Validator': 0, 'True_pass': 0, 'False_pass': 0, 'Split': 0, 'Decompose_2': 0, 'Decompose_3': 2, 'Decompose_4': 13, 'Combine_all': 15, 'Combine_any': 0, 'Solver': 4, 'Python_solver': 15, 'Explain': 26, 'Extract_topic': 13, 'START': 15, 'END': 15}",llm_evaluation,245.4329,10,5,5,50,1.0,0.7478260869565218,0.8889179320787368,0.09441195946380607,0.09502605449364594,0.08670318408260969,0.06491883223544805,0.08670318408260969,0.07202007126601191,0.20700734725281925,43,7,0,0.86,1.0,10,24.5433,4.9087,llm_multiagent_system,['unknown'],training_data_update,10,300,retraining,300,0.012318096521000067
