iteration_num,timestamp,step_1_generation_step_name,step_1_generation_duration_seconds,step_1_generation_num_samples,step_1_generation_strategy,step_2_prediction_step_name,step_2_prediction_duration_seconds,step_2_prediction_num_samples,step_2_prediction_best_predicted,step_2_prediction_worst_predicted,step_2_prediction_mean_predicted,step_2_prediction_std_predicted,step_2_prediction_metadata_inference_time_per_graph,step_3_selection_step_name,step_3_selection_num_graphs_selected,step_3_selection_good_graphs_set_size,step_3_selection_good_graphs_description_node_type_counts_Validator,step_3_selection_good_graphs_description_node_type_counts_True_pass,step_3_selection_good_graphs_description_node_type_counts_False_pass,step_3_selection_good_graphs_description_node_type_counts_Split,step_3_selection_good_graphs_description_node_type_counts_Decompose_2,step_3_selection_good_graphs_description_node_type_counts_Decompose_3,step_3_selection_good_graphs_description_node_type_counts_Decompose_4,step_3_selection_good_graphs_description_node_type_counts_Combine_all,step_3_selection_good_graphs_description_node_type_counts_Combine_any,step_3_selection_good_graphs_description_node_type_counts_Solver,step_3_selection_good_graphs_description_node_type_counts_Python_solver,step_3_selection_good_graphs_description_node_type_counts_Explain,step_3_selection_good_graphs_description_node_type_counts_Extract_topic,step_3_selection_good_graphs_description_node_type_counts_START,step_3_selection_good_graphs_description_node_type_counts_END,step_4_evaluation_step_name,step_4_evaluation_duration_seconds,step_4_evaluation_num_samples,step_4_evaluation_best_evaluated,step_4_evaluation_worst_evaluated,step_4_evaluation_mean_evaluated,step_4_evaluation_std_evaluated,step_4_evaluation_rmse_gnn_vs_llm,step_4_evaluation_metadata_evaluation_time_per_graph,step_4_evaluation_metadata_evaluation_method,step_5_training_update_step_name,step_5_training_update_num_training_samples_added,step_5_training_update_total_training_dataset_size,step_6_retraining_step_name,step_6_retraining_training_samples,step_6_retraining_final_loss
10,2025-11-27 19:19:13.962334,generation,11.3846,6728,random,prediction,9.2572,6728,0.5837267637252808,0.1728113740682602,0.40504455731408706,0.06613210118356434,0.0014,selection,10,1000,512,512,512,358,277,317,288,1240,512,2569,2607,1456,1399,1000,1000,evaluation,0.0,10,0.5679026324210641,0.25619025219145874,0.40875133824008447,0.10473197628355174,0.5825280898271197,0.0,synthetic_heuristic,training_data_update,10,110,retraining,110,0.007289783199402419
11,2025-11-27 19:19:43.069494,generation,10.6476,6728,random,prediction,9.2532,6728,0.604616105556488,0.22771628201007843,0.416224882272421,0.05928336428828154,0.0014,selection,10,1000,516,516,516,358,275,314,288,1235,516,2583,2585,1464,1400,1000,1000,evaluation,0.0,10,0.5508750455821283,0.30085243019821617,0.4201282569066782,0.07847938180884227,0.5657145414394353,0.0,synthetic_heuristic,training_data_update,10,120,retraining,120,0.006984330713748932
12,2025-11-27 19:20:13.208887,generation,10.9149,6630,random,prediction,9.1186,6630,0.5997635722160339,0.2401868999004364,0.41742698080714113,0.061780593430151846,0.0014,selection,10,1000,494,494,494,357,273,324,314,1268,494,2682,2582,1458,1410,1000,1000,evaluation,0.0,10,0.5431596435748374,0.2770791900216717,0.38268854819206116,0.07431832700163536,0.5995705566209706,0.0,synthetic_heuristic,training_data_update,10,130,retraining,130,0.007449570301776895
13,2025-11-27 19:20:41.629880,generation,8.4674,6727,random,prediction,9.3829,6727,0.5949047803878784,0.24721820652484894,0.4082309680378807,0.049576422873911105,0.0014,selection,10,1000,501,501,501,357,269,319,311,1256,501,2671,2562,1461,1410,1000,1000,evaluation,0.001,10,0.47001454689130256,0.2831795854900352,0.38337641651303456,0.0528117698203507,0.5946016998440803,0.0001,synthetic_heuristic,training_data_update,10,140,retraining,140,0.007164160521434886
14,2025-11-27 19:21:12.373450,generation,10.8968,6618,random,prediction,9.0937,6618,0.6100022196769714,0.25152072310447693,0.41237120265487315,0.04971459395591113,0.0014,selection,10,1000,514,514,514,350,267,318,306,1241,514,2648,2552,1469,1393,1000,1000,evaluation,0.0,10,0.5758247234361864,0.1464405542825855,0.3988018550715449,0.12637523928081015,0.5890103706095174,0.0,synthetic_heuristic,training_data_update,10,150,retraining,150,0.007668829845885436
15,2025-11-27 19:21:42.990174,generation,10.6715,6610,random,prediction,8.9829,6610,0.6043674349784851,0.24441885948181152,0.4104064545409582,0.04908752682631569,0.0014,selection,10,1000,541,541,541,352,267,305,282,1206,541,2566,2530,1494,1389,1000,1000,evaluation,0.001,10,0.5101460791631037,0.2906622478998146,0.4251949677530723,0.06195946919750652,0.5509565143653238,0.0001,synthetic_heuristic,training_data_update,10,160,retraining,160,0.007199932727962733
16,2025-11-27 19:22:12.110297,generation,7.7244,6670,random,prediction,9.1605,6670,0.5982524752616882,0.22171175479888916,0.40571578807871916,0.05266467489817353,0.0014,selection,10,1000,550,550,550,353,265,301,276,1195,550,2556,2510,1495,1381,1000,1000,evaluation,0.001,10,0.5549295619658152,0.32965970763407326,0.4630658317325347,0.07294235559705162,0.5128032774357649,0.0001,synthetic_heuristic,training_data_update,10,170,retraining,170,0.007380769752404269
17,2025-11-27 19:22:44.558722,generation,11.0335,6672,random,prediction,9.0906,6672,0.5904919505119324,0.2106201946735382,0.41336918916615795,0.05338870538394575,0.0014,selection,10,1000,557,557,557,352,261,298,273,1184,557,2548,2493,1501,1381,1000,1000,evaluation,0.001,10,0.5737620113640352,0.29916546532742627,0.4495780885265154,0.08943256814708503,0.5270244680711889,0.0001,synthetic_heuristic,training_data_update,10,180,retraining,180,0.007376672224038177
18,2025-11-27 19:23:14.611350,generation,8.5173,6605,random,prediction,8.976,6605,0.5921370387077332,0.23538313806056976,0.4107733757341567,0.049579638449303666,0.0014,selection,10,1000,571,571,571,350,256,294,270,1170,571,2536,2486,1498,1369,1000,1000,evaluation,0.0,10,0.5754067221722752,0.323597589239892,0.4380538500201635,0.08932025128673038,0.5362926774378587,0.0,synthetic_heuristic,training_data_update,10,190,retraining,190,0.007210428684361671
19,2025-11-27 19:23:47.814865,generation,10.3945,6675,random,prediction,9.1046,6675,0.5991311073303223,0.23010483384132385,0.4167750096767583,0.048897450766076156,0.0014,selection,10,1000,585,585,585,344,255,291,266,1156,585,2532,2471,1505,1368,1000,1000,evaluation,0.001,10,0.5712584584478626,0.3230183825024138,0.47354565504647494,0.08441809551403713,0.49922044432771207,0.0001,synthetic_heuristic,training_data_update,10,200,retraining,200,0.007377367205917835
20,2025-11-27 19:24:21.172639,generation,9.9557,6710,random,prediction,9.1804,6710,0.5884475708007812,0.23588992655277252,0.42249521995754424,0.04982521448121174,0.0014,selection,10,1000,593,593,593,342,252,286,265,1145,593,2532,2449,1510,1359,1000,1000,evaluation,0.001,10,0.5798640519852925,0.17608538333033064,0.46483877787961153,0.11945360020040535,0.5135804670862734,0.0001,synthetic_heuristic,training_data_update,10,210,retraining,210,0.007749835082462856
21,2025-11-27 19:24:56.235906,generation,11.4594,6711,random,prediction,9.1704,6711,0.5790883898735046,0.272553026676178,0.4236377259690579,0.04541108882181555,0.0014,selection,10,1000,604,604,604,338,248,284,262,1132,604,2536,2425,1511,1352,1000,1000,evaluation,0.001,10,0.6094483498943573,0.2941800055343604,0.42109259982897534,0.08967425155186018,0.5488448936600647,0.0001,synthetic_heuristic,training_data_update,10,220,retraining,220,0.007576993937519464
22,2025-11-27 19:25:31.523493,generation,10.6376,6680,random,prediction,9.1126,6680,0.5857653021812439,0.2642371952533722,0.41888102939921223,0.04902518523087351,0.0014,selection,10,1000,608,608,608,336,249,282,259,1126,608,2533,2409,1508,1340,1000,1000,evaluation,0.0,10,0.5647789685936138,0.34624965669278635,0.42881617159816016,0.06098976739500853,0.5351566959572239,0.0,synthetic_heuristic,training_data_update,10,230,retraining,230,0.007131991203388442
23,2025-11-27 19:26:08.553462,generation,11.8144,6743,random,prediction,9.2781,6743,0.5834704637527466,0.27344346046447754,0.4173210159255722,0.048408927904443975,0.0014,selection,10,1000,614,614,614,336,246,278,254,1114,614,2523,2385,1512,1333,1000,1000,evaluation,0.0,10,0.5748957654841003,0.2998158254038812,0.445478603180214,0.08465007107595555,0.5206478532183354,0.0,synthetic_heuristic,training_data_update,10,240,retraining,240,0.006933491894354423
24,2025-11-27 19:26:45.394023,generation,11.6499,6665,random,prediction,9.2432,6665,0.5982086658477783,0.2934066355228424,0.42992534359325973,0.05068600669190733,0.0014,selection,10,1000,593,593,593,331,244,273,274,1122,593,2521,2410,1511,1375,1000,1000,evaluation,0.0,10,0.5859362098086913,0.23341613581297987,0.4270811950305123,0.1109384715748003,0.5420095270106665,0.0,synthetic_heuristic,training_data_update,10,250,retraining,250,0.007332502268254757
25,2025-11-27 19:27:20.865162,generation,9.4727,6633,random,prediction,9.1465,6633,0.5815442204475403,0.26815852522850037,0.4247772011860417,0.05010323675416919,0.0014,selection,10,1000,600,600,600,334,239,269,269,1111,600,2515,2387,1515,1374,1000,1000,evaluation,0.0,10,0.5590050504432496,0.3027574923160877,0.3982648487284079,0.07824640281388352,0.5637615741727395,0.0,synthetic_heuristic,training_data_update,10,260,retraining,260,0.007258307052632937
26,2025-11-27 19:27:57.055375,generation,9.5934,6665,random,prediction,9.0787,6665,0.598020076751709,0.2243860512971878,0.4264755810192449,0.05409260928235296,0.0014,selection,10,1000,619,619,619,333,236,265,258,1092,619,2510,2347,1534,1356,1000,1000,evaluation,0.001,10,0.5249134384774023,0.21395304309433955,0.39758800013215273,0.0864073271491723,0.5640902175702323,0.0001,synthetic_heuristic,training_data_update,10,270,retraining,270,0.007075146537412096
27,2025-11-27 19:28:35.294111,generation,11.4743,6688,random,prediction,9.2024,6688,0.6001460552215576,0.2519659101963043,0.4214190786802455,0.048646494130333555,0.0014,selection,10,1000,634,634,634,329,236,261,249,1075,634,2507,2309,1535,1344,1000,1000,evaluation,0.0,10,0.45868082448459085,0.09271084652854972,0.31371099580590567,0.11698549458072714,0.6507608068646127,0.0,synthetic_heuristic,training_data_update,10,280,retraining,280,0.007655336814267295
28,2025-11-27 19:29:14.661829,generation,11.591,6661,random,prediction,9.0657,6661,0.608845591545105,0.22511500120162964,0.4203515866688289,0.05347050827419016,0.0014,selection,10,1000,645,645,645,327,236,258,239,1060,645,2491,2281,1535,1327,1000,1000,evaluation,0.0,10,0.5692324966046136,0.2705687685863329,0.44321713791243855,0.09801066911772914,0.5185056065360834,0.0,synthetic_heuristic,training_data_update,10,290,retraining,290,0.007841804726370449
29,2025-11-27 19:29:54.019785,generation,10.9746,6596,random,prediction,8.971,6596,0.5972904562950134,0.2575598955154419,0.4277040854665711,0.05023565397883595,0.0014,selection,10,1000,654,654,654,326,235,255,235,1051,654,2478,2273,1534,1324,1000,1000,evaluation,0.0,10,0.5637942991172309,0.28196292032882697,0.4286910781255727,0.08400456226000586,0.5291886028227131,0.0,synthetic_heuristic,training_data_update,10,300,retraining,300,0.007421561398853858
30,2025-11-27 19:30:32.098426,generation,9.8151,6612,random,prediction,8.9849,6612,0.5958830714225769,0.23337826132774353,0.41885049690262016,0.05078079565201969,0.0014,selection,10,1000,663,663,663,325,232,254,230,1041,663,2473,2255,1536,1307,1000,1000,evaluation,0.0,10,0.5600652123833827,0.28343136614147385,0.4006828199842416,0.08152295924201003,0.5544049526012886,0.0,synthetic_heuristic,training_data_update,10,310,retraining,310,0.007548664269908782
31,2025-11-27 19:31:10.190555,generation,9.6373,6636,random,prediction,8.9919,6636,0.6073035001754761,0.2551696300506592,0.42007921860654934,0.051121635840852366,0.0014,selection,10,1000,681,681,681,317,229,250,224,1020,681,2454,2243,1538,1312,1000,1000,evaluation,0.0,10,0.5362925133496725,0.3160986246790369,0.40257626039574157,0.07656980029695386,0.5506369395441258,0.0,synthetic_heuristic,training_data_update,10,320,retraining,320,0.007414726261049509
32,2025-11-27 19:31:51.130106,generation,11.3018,6642,random,prediction,9.0119,6642,0.5953843593597412,0.23027881979942322,0.416241407591835,0.051985554562704706,0.0014,selection,10,1000,688,688,688,317,227,244,221,1009,688,2446,2223,1541,1309,1000,1000,evaluation,0.001,10,0.569141595651617,0.2984744870243875,0.4189773358031144,0.08177802963530831,0.5334931301116513,0.0001,synthetic_heuristic,training_data_update,10,330,retraining,330,0.007463560941995996
33,2025-11-27 19:32:32.826555,generation,11.7027,6637,random,prediction,9.1286,6637,0.5810527205467224,0.24302971363067627,0.4194251036309901,0.05231640704597442,0.0014,selection,10,1000,689,689,689,315,223,250,218,1006,689,2452,2214,1542,1313,1000,1000,evaluation,0.001,10,0.5847622494955436,0.29390572699922923,0.37755545192642403,0.08914040375768703,0.5738082368003966,0.0001,synthetic_heuristic,training_data_update,10,340,retraining,340,0.0072972558767480005
34,2025-11-27 19:33:14.711650,generation,11.7276,6609,random,prediction,9.0687,6609,0.567035436630249,0.31664395332336426,0.4170034670454595,0.047304624232798395,0.0014,selection,10,1000,690,690,690,311,220,258,216,1005,690,2480,2191,1536,1309,1000,1000,evaluation,0.0,10,0.5667655863013958,0.2749038620871154,0.42370014292169406,0.0965304461561329,0.5275101203606125,0.0,synthetic_heuristic,training_data_update,10,350,retraining,350,0.007701854375856263
35,2025-11-27 19:33:56.721664,generation,10.4914,6719,random,prediction,9.1814,6719,0.5792606472969055,0.3153800964355469,0.41847938993339434,0.04588910346870397,0.0014,selection,10,1000,687,687,687,313,213,266,214,1006,687,2498,2173,1537,1314,1000,1000,evaluation,0.001,10,0.5699021752457781,0.40895394048321976,0.49149692060695893,0.04991224494381272,0.45231562954943133,0.0001,synthetic_heuristic,training_data_update,10,360,retraining,360,0.007629356119367811
36,2025-11-27 19:34:38.506915,generation,10.1569,6641,random,prediction,9.0747,6641,0.5782069563865662,0.3147864043712616,0.4232852384234889,0.04709057468778087,0.0014,selection,10,1000,683,683,683,310,207,275,211,1003,683,2491,2172,1549,1318,1000,1000,evaluation,0.001,10,0.5408663989362044,0.30495635597017307,0.4253494609491909,0.08351892065475494,0.5205149391930809,0.0001,synthetic_heuristic,training_data_update,10,370,retraining,370,0.007740777333241862
37,2025-11-27 19:35:21.109979,generation,10.6386,6725,random,prediction,9.1734,6725,0.5828683972358704,0.31777071952819824,0.4231415323076638,0.04597370500469338,0.0014,selection,10,1000,680,680,680,307,204,279,206,996,680,2477,2162,1559,1310,1000,1000,evaluation,0.001,10,0.46246073525090087,0.2666889396930701,0.38518958576967754,0.0618007781389308,0.5552228913541961,0.0001,synthetic_heuristic,training_data_update,10,380,retraining,380,0.007535272621010479
38,2025-11-27 19:36:04.592750,generation,10.5559,6580,random,prediction,8.8892,6580,0.5780016779899597,0.32302162051200867,0.4214933131739361,0.04482037094093882,0.0014,selection,10,1000,680,680,680,308,201,285,204,998,680,2497,2149,1557,1311,1000,1000,evaluation,0.0,10,0.5613852765671854,0.28274355232368154,0.44608988792746845,0.07944580338916914,0.49538229371420384,0.0,synthetic_heuristic,training_data_update,10,390,retraining,390,0.007554584638908123
39,2025-11-27 19:36:48.784605,generation,10.6186,6664,random,prediction,9.2323,6664,0.5838895440101624,0.32026004791259766,0.4218914461906861,0.04416146015378246,0.0014,selection,10,1000,679,679,679,310,200,251,250,1011,679,2591,2138,1557,1310,1000,1000,evaluation,0.001,10,0.5224187191871381,0.30395343397007374,0.4142510858692018,0.07723571222714731,0.5249534608335273,0.0001,synthetic_heuristic,training_data_update,10,400,retraining,400,0.0075761803612113
40,2025-11-27 19:37:33.513941,generation,11.0684,6671,random,prediction,9.1664,6671,0.574775218963623,0.3090731203556061,0.42055914561406477,0.04252291757688605,0.0014,selection,10,1000,680,680,680,309,198,255,245,1007,680,2591,2127,1564,1310,1000,1000,evaluation,0.0,10,0.5822370052779773,0.2505760198369468,0.3983984503072615,0.10256954100957347,0.5439502076045297,0.0,synthetic_heuristic,training_data_update,10,410,retraining,410,0.007549998813831225
41,2025-11-27 19:38:19.585376,generation,11.0056,6564,random,prediction,8.9859,6564,0.5760149955749512,0.3092515170574188,0.4181074222582713,0.04084218305221274,0.0014,selection,10,1000,679,679,679,304,196,261,241,1002,679,2589,2115,1571,1305,1000,1000,evaluation,0.0,10,0.5838583628645071,0.31195568862198875,0.43420553677850365,0.08799029292324044,0.5044854431697964,0.0,synthetic_heuristic,training_data_update,10,420,retraining,420,0.007727804602611633
42,2025-11-27 19:39:07.263866,generation,12.2493,6661,random,prediction,9.1545,6661,0.5715235471725464,0.31530189514160156,0.4210540457202085,0.03907795424732013,0.0014,selection,10,1000,678,678,678,299,192,269,239,999,678,2594,2109,1583,1303,1000,1000,evaluation,0.001,10,0.5867167482351134,0.293291958648103,0.48947551810619566,0.10553157821100496,0.4517774263460217,0.0001,synthetic_heuristic,training_data_update,10,430,retraining,430,0.007712994847273411
43,2025-11-27 19:39:53.880199,generation,11.3397,6614,random,prediction,9.0258,6614,0.5735276937484741,0.3067159950733185,0.4201200175562906,0.04026401917861805,0.0014,selection,10,1000,678,678,678,297,191,275,234,997,678,2596,2100,1593,1298,1000,1000,evaluation,0.0,10,0.5786801837441441,0.33158774008612396,0.4535981782123045,0.08153650881419303,0.4805195109886016,0.0,synthetic_heuristic,training_data_update,10,440,retraining,440,0.007792815752327442
44,2025-11-27 19:40:39.836295,generation,9.3261,6589,random,prediction,9.0797,6589,0.5542609095573425,0.30834880471229553,0.4224036965416856,0.03783901117778166,0.0014,selection,10,1000,683,683,683,297,187,272,230,986,683,2589,2084,1599,1306,1000,1000,evaluation,0.0,10,0.5700526677078123,0.14020971035375857,0.4190774116781563,0.12180202396322214,0.520081674260082,0.0,synthetic_heuristic,training_data_update,10,450,retraining,450,0.00802518147147364
45,2025-11-27 19:41:28.805642,generation,12.2223,6722,random,prediction,9.358,6722,0.576510488986969,0.31255167722702026,0.4267383364473415,0.040842750876300814,0.0014,selection,10,1000,669,669,669,291,183,288,228,990,669,2595,2071,1618,1299,1000,1000,evaluation,0.001,10,0.5222921582732005,0.34251090216194163,0.42817602459449927,0.06031290186448502,0.4979791901140143,0.0001,synthetic_heuristic,training_data_update,10,460,retraining,460,0.007774020326526268
46,2025-11-27 19:42:18.271909,generation,11.5482,6613,random,prediction,9.0338,6613,0.5717668533325195,0.3162851333618164,0.4225451922733954,0.04110050980787966,0.0014,selection,10,1000,671,671,671,287,181,296,224,988,671,2611,2055,1631,1300,1000,1000,evaluation,0.0,10,0.5643118281290727,0.3157764874170972,0.45184629045272356,0.07273763378767202,0.4750557125236053,0.0,synthetic_heuristic,training_data_update,10,470,retraining,470,0.008044425988609487
47,2025-11-27 19:43:06.298470,generation,10.5079,6642,random,prediction,9.2054,6642,0.5497480034828186,0.30910512804985046,0.42273058668025754,0.034916452963184505,0.0014,selection,10,1000,671,671,671,284,178,295,222,979,671,2598,2047,1636,1315,1000,1000,evaluation,0.001,10,0.5757347145835978,0.2753039720136733,0.4294275132982883,0.10666907976944305,0.5015446024668586,0.0001,synthetic_heuristic,training_data_update,10,480,retraining,480,0.007781123463064432
48,2025-11-27 19:43:56.943524,generation,12.1784,6613,random,prediction,9.2343,6613,0.5804450511932373,0.3097986876964569,0.4238852604234451,0.03726916908016696,0.0014,selection,10,1000,670,670,670,275,177,308,217,977,670,2613,2029,1637,1298,1000,1000,evaluation,0.0,10,0.5980330926241887,0.28526040389521345,0.44689042361469056,0.10284812527784665,0.48235561223998946,0.0,synthetic_heuristic,training_data_update,10,490,retraining,490,0.007878840178707424
49,2025-11-27 19:44:47.211091,generation,11.6579,6634,random,prediction,9.0059,6634,0.5742157101631165,0.31340572237968445,0.4249411637358253,0.03722103271863274,0.0014,selection,10,1000,675,675,675,272,171,316,213,972,675,2616,2026,1647,1304,1000,1000,evaluation,0.0,10,0.46827325850061713,0.33090397116866965,0.3780545124104731,0.044022473993477425,0.5406932567944638,0.0,synthetic_heuristic,training_data_update,10,500,retraining,500,0.007821804977953433
50,2025-11-27 19:45:37.628256,generation,11.4464,6633,random,prediction,9.1455,6633,0.573996365070343,0.30048659443855286,0.4214138518482532,0.03744416342514874,0.0014,selection,10,1000,675,675,675,268,170,320,210,968,675,2627,2006,1663,1299,1000,1000,evaluation,0.0,10,0.5739962828344926,0.3008973658219726,0.3922541368926705,0.08295537237294409,0.5302786642828219,0.0,synthetic_heuristic,training_data_update,10,510,retraining,510,0.007789313070037785
51,2025-11-27 19:46:29.294192,generation,11.2679,6610,random,prediction,9.0059,6610,0.5777187347412109,0.30762070417404175,0.42333285267973453,0.03696869840884847,0.0014,selection,10,1000,673,673,673,264,168,327,203,962,673,2621,1989,1673,1285,1000,1000,evaluation,0.0,10,0.5864949061087421,0.2940286782597268,0.4464231231954054,0.10014720352459777,0.4789211058584265,0.0,synthetic_heuristic,training_data_update,10,520,retraining,520,0.007873844914138317
52,2025-11-27 19:47:20.591234,generation,10.955,6643,random,prediction,9.0488,6643,0.5738382339477539,0.2876264452934265,0.4219682269043975,0.03566374303846239,0.0014,selection,10,1000,672,672,672,258,163,333,201,955,672,2629,1969,1684,1279,1000,1000,evaluation,0.001,10,0.509691094466802,0.26501431915067364,0.34016781683004726,0.07772215665070902,0.5784781706708196,0.0001,synthetic_heuristic,training_data_update,10,530,retraining,530,0.007858426777540513
53,2025-11-27 19:48:10.759744,generation,9.5724,6574,random,prediction,8.949,6574,0.5820772647857666,0.3052709698677063,0.42193398191495834,0.03695599261575382,0.0014,selection,10,1000,671,671,671,251,158,343,199,951,671,2628,1966,1684,1280,1000,1000,evaluation,0.0,10,0.5648588165863837,0.33873169969888955,0.44207696102714866,0.07554541821885767,0.4760261176043561,0.0,synthetic_heuristic,training_data_update,10,540,retraining,540,0.007861627721124226
