iteration_num,timestamp,step_1_generation_step_name,step_1_generation_duration_seconds,step_1_generation_num_samples,step_1_generation_strategy,step_2_prediction_step_name,step_2_prediction_duration_seconds,step_2_prediction_num_samples,step_2_prediction_best_predicted,step_2_prediction_worst_predicted,step_2_prediction_mean_predicted,step_2_prediction_std_predicted,step_2_prediction_metadata_inference_time_per_graph,step_3_selection_step_name,step_3_selection_num_graphs_selected,step_3_selection_good_graphs_set_size,step_3_selection_good_graphs_description_node_type_counts_Validator,step_3_selection_good_graphs_description_node_type_counts_True_pass,step_3_selection_good_graphs_description_node_type_counts_False_pass,step_3_selection_good_graphs_description_node_type_counts_Split,step_3_selection_good_graphs_description_node_type_counts_Decompose_2,step_3_selection_good_graphs_description_node_type_counts_Decompose_3,step_3_selection_good_graphs_description_node_type_counts_Decompose_4,step_3_selection_good_graphs_description_node_type_counts_Combine_all,step_3_selection_good_graphs_description_node_type_counts_Combine_any,step_3_selection_good_graphs_description_node_type_counts_Solver,step_3_selection_good_graphs_description_node_type_counts_Python_solver,step_3_selection_good_graphs_description_node_type_counts_Explain,step_3_selection_good_graphs_description_node_type_counts_Extract_topic,step_3_selection_good_graphs_description_node_type_counts_START,step_3_selection_good_graphs_description_node_type_counts_END,step_4_evaluation_step_name,step_4_evaluation_duration_seconds,step_4_evaluation_num_samples,step_4_evaluation_best_evaluated,step_4_evaluation_worst_evaluated,step_4_evaluation_mean_evaluated,step_4_evaluation_std_evaluated,step_4_evaluation_rmse_gnn_vs_llm,step_4_evaluation_metadata_evaluation_time_per_graph,step_4_evaluation_metadata_evaluation_method,step_5_training_update_step_name,step_5_training_update_num_training_samples_added,step_5_training_update_total_training_dataset_size,step_6_retraining_step_name,step_6_retraining_training_samples,step_6_retraining_final_loss
10,2025-11-28 11:22:40.010565,generation,11.3576,6620,random,prediction,10.843,6620,0.43380218744277954,0.3178067207336426,0.3973066719502121,0.03833922350511263,0.0016,selection,10,1000,162,162,162,472,440,518,318,1748,162,2444,3530,1400,1381,1000,1000,evaluation,0.0,10,0.5539671822785055,0.3075433809584409,0.446189318904607,0.06982097232110179,0.07633825149935648,0.0,synthetic_heuristic,training_data_update,10,120,retraining,120,0.008269943358997504
11,2025-11-28 11:23:09.372462,generation,10.4341,6627,random,prediction,9.1665,6627,0.4311869740486145,0.3035922944545746,0.38966559448608434,0.04361463887869979,0.0014,selection,10,1000,160,160,160,474,438,519,318,1749,160,2420,3553,1403,1385,1000,1000,evaluation,0.0,10,0.5383591017045772,0.3144885146354717,0.42781652549250787,0.08085438425021631,0.09466600103979342,0.0,synthetic_heuristic,training_data_update,10,130,retraining,130,0.0080826169023147
12,2025-11-28 11:23:39.202684,generation,10.3424,6634,random,prediction,9.1994,6634,0.4330083727836609,0.33739930391311646,0.40919611946462614,0.03126437059008419,0.0014,selection,10,1000,164,164,164,469,427,537,315,1748,164,2465,3526,1406,1375,1000,1000,evaluation,0.0,10,0.5520485324637262,0.2693602653477297,0.38996838147686275,0.07526541971244452,0.11510254682593717,0.0,synthetic_heuristic,training_data_update,10,140,retraining,140,0.008016582392156125
13,2025-11-28 11:24:10.194800,generation,9.9594,6680,random,prediction,9.4348,6680,0.42576611042022705,0.314075231552124,0.39069787618107427,0.03712902316459859,0.0014,selection,10,1000,164,164,164,467,429,535,316,1747,164,2442,3547,1401,1381,1000,1000,evaluation,0.0,10,0.4741370598670811,0.3082250705823986,0.3750239091641726,0.053520309679785646,0.11521431313371398,0.0,synthetic_heuristic,training_data_update,10,150,retraining,150,0.007838942036032677
14,2025-11-28 11:24:43.314227,generation,11.8523,6687,random,prediction,10.077,6687,0.4265223443508148,0.3193807899951935,0.394897348110284,0.035957403804262954,0.0015,selection,10,1000,164,164,164,466,426,536,315,1743,164,2421,3559,1391,1388,1000,1000,evaluation,0.0,10,0.5895999232924604,0.32102633098127564,0.4309787499109966,0.09332767567164307,0.10408113227695123,0.0,synthetic_heuristic,training_data_update,10,160,retraining,160,0.007920292858034372
15,2025-11-28 11:25:20.481827,generation,13.9118,6688,random,prediction,10.5887,6688,0.42680343985557556,0.3166356086730957,0.3939551979294448,0.037093165423945966,0.0016,selection,10,1000,163,163,163,474,421,536,314,1745,163,2402,3578,1398,1382,1000,1000,evaluation,0.0,10,0.5151606769139687,0.29981155345537014,0.42317360477017046,0.06385839919715997,0.08355162058492586,0.0,synthetic_heuristic,training_data_update,10,170,retraining,170,0.007788093289469972
16,2025-11-28 11:25:54.006763,generation,10.3855,6672,random,prediction,9.9154,6672,0.4243277311325073,0.2912016808986664,0.38836962675197806,0.04506090606070545,0.0015,selection,10,1000,163,163,163,465,418,535,327,1745,163,2412,3593,1394,1373,1000,1000,evaluation,0.0,10,0.606138053379564,0.3285485965229622,0.4602044170239414,0.08409641128903862,0.08576757940177579,0.0,synthetic_heuristic,training_data_update,10,180,retraining,180,0.007685334835615423
17,2025-11-28 11:26:28.614388,generation,11.1123,6584,random,prediction,9.733,6584,0.42837321758270264,0.3174782693386078,0.39338761733738503,0.03900714682555708,0.0015,selection,10,1000,163,163,163,461,429,541,320,1751,163,2370,3639,1399,1366,1000,1000,evaluation,0.0,10,0.5488236460135478,0.30307171532742627,0.4459149139839734,0.07965200453273773,0.08552201953749738,0.0,synthetic_heuristic,training_data_update,10,190,retraining,190,0.00765650136102187
18,2025-11-28 11:27:00.174764,generation,8.6728,6688,random,prediction,9.2642,6688,0.4283636212348938,0.30568641424179077,0.39114660901155623,0.04281078556848577,0.0014,selection,10,1000,163,163,163,464,425,544,319,1752,163,2351,3661,1400,1366,1000,1000,evaluation,0.0,10,0.5754067221722752,0.32366331447616176,0.4369891293889894,0.08831383695479272,0.09697648833653108,0.0,synthetic_heuristic,training_data_update,10,200,retraining,200,0.007707207463681698
19,2025-11-28 11:27:38.224973,generation,11.9833,6611,random,prediction,10.4031,6611,0.43043431639671326,0.3250514566898346,0.39685167463513515,0.03525495064628032,0.0016,selection,10,1000,171,171,171,433,383,538,387,1741,171,2386,3750,1373,1343,1000,1000,evaluation,0.0,10,0.556032055386638,0.345369528952118,0.46905048124530524,0.07454152215451883,0.07496984184632431,0.0,synthetic_heuristic,training_data_update,10,210,retraining,210,0.007688468153632822
20,2025-11-28 11:28:16.124925,generation,11.6628,6715,random,prediction,10.2565,6715,0.43068525195121765,0.30791136622428894,0.3921353144514321,0.04413303190585381,0.0015,selection,10,1000,168,168,168,468,425,530,319,1742,168,2299,3689,1381,1351,1000,1000,evaluation,0.0,10,0.5585054010265952,0.3818869358810958,0.48016778956726397,0.07029772848695107,0.07036670508693704,0.0,synthetic_heuristic,training_data_update,10,220,retraining,220,0.007709387241100723
21,2025-11-28 11:28:51.164301,generation,9.8736,6608,random,prediction,9.3953,6608,0.43448197841644287,0.31870195269584656,0.39649774204966665,0.040518715416230366,0.0014,selection,10,1000,175,175,175,466,445,515,308,1734,175,2211,3738,1378,1384,1000,1000,evaluation,0.0,10,0.5569792140918881,0.28195322132955425,0.4220414594116598,0.08538934547493265,0.10157558077518435,0.0,synthetic_heuristic,training_data_update,10,230,retraining,230,0.007662103564033042
22,2025-11-28 11:29:25.414808,generation,9.707,6614,random,prediction,9.2126,6614,0.4339240789413452,0.3040534257888794,0.39217573977017783,0.04417950119812272,0.0014,selection,10,1000,177,177,177,459,447,514,310,1730,177,2190,3758,1368,1380,1000,1000,evaluation,0.001,10,0.5559515945067242,0.3516691578265732,0.4417888657680592,0.06239354407205387,0.07166942343673742,0.0001,synthetic_heuristic,training_data_update,10,240,retraining,240,0.007497572215894858
23,2025-11-28 11:30:01.408772,generation,10.497,6552,random,prediction,9.283,6552,0.43263715505599976,0.3173586428165436,0.3939809704219902,0.04024324396032848,0.0014,selection,10,1000,177,177,177,455,450,515,310,1730,177,2169,3780,1364,1378,1000,1000,evaluation,0.0,10,0.5892742441482932,0.2748095265880585,0.44719459503724135,0.08274599359678267,0.0879682764708423,0.0,synthetic_heuristic,training_data_update,10,250,retraining,250,0.007517680153250694
24,2025-11-28 11:30:43.735575,generation,13.5688,6618,random,prediction,9.9174,6618,0.4336167871952057,0.31183451414108276,0.39318411052677343,0.043085745811323586,0.0015,selection,10,1000,184,184,184,461,446,510,307,1724,184,2133,3807,1369,1376,1000,1000,evaluation,0.0,10,0.5757321281760381,0.30072887680183846,0.45671437906513856,0.08683968398302466,0.08911363506465479,0.0,synthetic_heuristic,training_data_update,10,260,retraining,260,0.007508790005858128
25,2025-11-28 11:31:20.820397,generation,10.4152,6682,random,prediction,9.344,6682,0.43531686067581177,0.31257227063179016,0.39917695258271013,0.04478871681125652,0.0014,selection,10,1000,162,162,162,486,442,495,317,1740,162,2114,3819,1394,1401,1000,1000,evaluation,0.0,10,0.5532238004432495,0.29668039481041875,0.4013534457414381,0.07686624983708407,0.10740158278822656,0.0,synthetic_heuristic,training_data_update,10,270,retraining,270,0.007481320906016562
26,2025-11-28 11:31:58.114760,generation,11.0027,6622,random,prediction,9.0817,6622,0.4318612813949585,0.2961450517177582,0.38652575456620847,0.04535041891348065,0.0014,selection,10,1000,163,163,163,494,447,485,313,1739,163,2081,3834,1398,1406,1000,1000,evaluation,0.0,10,0.5146009384774024,0.3297437958823128,0.41203847005406813,0.05860784193261599,0.08702146621563323,0.0,synthetic_heuristic,training_data_update,10,280,retraining,280,0.007446376074637685
27,2025-11-28 11:32:36.561979,generation,10.9468,6656,random,prediction,9.1804,6656,0.43210649490356445,0.31023910641670227,0.39326761138195604,0.0424336645846656,0.0014,selection,10,1000,161,161,161,500,453,475,311,1739,161,2047,3850,1393,1404,1000,1000,evaluation,0.001,10,0.4576728632597042,0.2903128552819002,0.36496434008750195,0.06259290652860723,0.12778066872156588,0.0001,synthetic_heuristic,training_data_update,10,290,retraining,290,0.007328305669642728
28,2025-11-28 11:33:15.024557,generation,10.0881,6683,random,prediction,9.3609,6683,0.43084752559661865,0.29524457454681396,0.38558170330055314,0.046645727140840726,0.0014,selection,10,1000,158,158,158,503,460,466,312,1741,158,2015,3873,1396,1402,1000,1000,evaluation,0.0,10,0.5602962111298375,0.2785975315621114,0.44774271241005154,0.09213947164490456,0.09648262595049069,0.0,synthetic_heuristic,training_data_update,10,300,retraining,300,0.007393520623445511
29,2025-11-28 11:33:53.562352,generation,10.1549,6673,random,prediction,9.1515,6673,0.4345760643482208,0.30958861112594604,0.3957534801088208,0.04062869726461495,0.0014,selection,10,1000,162,162,162,516,458,455,309,1738,162,1976,3897,1399,1396,1000,1000,evaluation,0.0,10,0.5574767836851322,0.26915042032882697,0.4137094787560998,0.08791799634879376,0.10795945355054946,0.0,synthetic_heuristic,training_data_update,10,310,retraining,310,0.007400774267772513
30,2025-11-28 11:34:58.377588,generation,14.2339,6714,random,prediction,13.5637,6714,0.4339616000652313,0.2996538579463959,0.39340877200934304,0.042517651519957025,0.002,selection,10,1000,162,162,162,517,465,445,309,1736,162,1963,3896,1398,1399,1000,1000,evaluation,0.0,10,0.5566050047709259,0.2878758105859183,0.39812179463548,0.08186353750533455,0.11315722214497856,0.0,synthetic_heuristic,training_data_update,10,320,retraining,320,0.007414926122874021
31,2025-11-28 11:35:41.668053,generation,12.4138,6717,random,prediction,9.335,6717,0.433583527803421,0.29536065459251404,0.3914849486568596,0.042599440422624674,0.0014,selection,10,1000,162,162,162,520,471,436,306,1733,162,1940,3898,1400,1400,1000,1000,evaluation,0.001,10,0.5424653528558454,0.2998174455407149,0.40123903048852566,0.08600198757929085,0.11372775130321125,0.0001,synthetic_heuristic,training_data_update,10,330,retraining,330,0.007451751012580865
32,2025-11-28 11:36:28.825588,generation,13.1129,6624,random,prediction,10.1648,6624,0.4327341616153717,0.29485419392585754,0.38915679951148907,0.04395480801073272,0.0015,selection,10,1000,162,162,162,524,477,425,305,1731,162,1936,3885,1404,1409,1000,1000,evaluation,0.001,10,0.5795577529209213,0.2898703938630502,0.4278326276967679,0.08584946789874164,0.09827034633082361,0.0001,synthetic_heuristic,training_data_update,10,340,retraining,340,0.0073040059877230844
33,2025-11-28 11:37:13.917591,generation,14.193,6626,random,prediction,9.5834,6626,0.4318225085735321,0.28446853160858154,0.38316764848274726,0.04511764204202074,0.0014,selection,10,1000,164,164,164,530,481,414,307,1732,164,1939,3881,1397,1404,1000,1000,evaluation,0.0,10,0.5586679734012674,0.2660901588043727,0.3721960633192395,0.09039084995138673,0.1373832243215177,0.0,synthetic_heuristic,training_data_update,10,350,retraining,350,0.007549400952245508
34,2025-11-28 11:37:56.210254,generation,10.4891,6586,random,prediction,9.1266,6586,0.4337642192840576,0.32122302055358887,0.386439847635745,0.036297652288981935,0.0014,selection,10,1000,160,160,160,529,496,407,311,1743,160,1968,3867,1402,1407,1000,1000,evaluation,0.0,10,0.5900308924238449,0.27614607232083854,0.4352679783089332,0.10831984788801016,0.11560388918561533,0.0,synthetic_heuristic,training_data_update,10,360,retraining,360,0.007596090146236949
35,2025-11-28 11:38:39.144346,generation,8.7007,6588,random,prediction,9.3031,6588,0.4327642023563385,0.28570711612701416,0.37943337443802094,0.04837086256295478,0.0014,selection,10,1000,159,159,159,534,503,396,309,1742,159,1960,3856,1396,1415,1000,1000,evaluation,0.0,10,0.5677199235819946,0.43194461823580227,0.4944335469987894,0.04506841887471927,0.04882433440909415,0.0,synthetic_heuristic,training_data_update,10,370,retraining,370,0.007586011469263482
36,2025-11-28 11:39:21.348019,generation,9.353,6665,random,prediction,9.3221,6665,0.4345043897628784,0.31210607290267944,0.3929095286850811,0.04076303567477429,0.0014,selection,10,1000,159,159,159,546,492,395,310,1743,159,1975,3844,1384,1422,1000,1000,evaluation,0.0,10,0.5696486328466435,0.32018275903139753,0.4350952968694378,0.08445066115707965,0.09368544036606508,0.0,synthetic_heuristic,training_data_update,10,380,retraining,380,0.00756557097560481
37,2025-11-28 11:40:04.279563,generation,9.2433,6690,random,prediction,9.3101,6690,0.4332978427410126,0.3085922300815582,0.39014391288361744,0.042416510871523164,0.0014,selection,10,1000,157,157,157,553,496,386,312,1747,157,1974,3844,1397,1429,1000,1000,evaluation,0.001,10,0.48260910069183693,0.3523139396930701,0.41545524990953,0.04111430233427447,0.07289947532068192,0.0001,synthetic_heuristic,training_data_update,10,390,retraining,390,0.007437170674212468
38,2025-11-28 11:40:48.254957,generation,10.3464,6658,random,prediction,9.3739,6658,0.43254542350769043,0.30880340933799744,0.3859308238017305,0.041853876336291146,0.0014,selection,10,1000,156,156,156,562,502,377,311,1752,156,1978,3837,1402,1429,1000,1000,evaluation,0.0,10,0.562938525317666,0.2796571325705951,0.45009090851233785,0.08290229356391937,0.08675417344796985,0.0,synthetic_heuristic,training_data_update,10,400,retraining,400,0.007439160402864218
39,2025-11-28 11:41:33.460062,generation,11.1053,6719,random,prediction,9.3569,6719,0.4338628351688385,0.30592936277389526,0.3905466067496466,0.043659162102940366,0.0014,selection,10,1000,160,160,160,561,515,366,306,1748,160,1975,3819,1395,1428,1000,1000,evaluation,0.0,10,0.5249497969777315,0.3109712786883314,0.42997485125696855,0.06714999351905743,0.0812142251782729,0.0,synthetic_heuristic,training_data_update,10,410,retraining,410,0.0073915662334823025
40,2025-11-28 11:42:19.617766,generation,11.1592,6580,random,prediction,9.1664,6580,0.43390539288520813,0.30590876936912537,0.39166669829275835,0.04323724084739556,0.0014,selection,10,1000,155,155,155,568,516,357,309,1750,155,1985,3800,1386,1439,1000,1000,evaluation,0.001,10,0.5656874490649595,0.28635808902421067,0.4090929982700892,0.08364660863063139,0.10689801852118244,0.0001,synthetic_heuristic,training_data_update,10,420,retraining,420,0.007367217523001489
41,2025-11-28 11:43:04.813895,generation,9.8637,6687,random,prediction,9.3191,6687,0.4332667887210846,0.3000642955303192,0.38974099809837853,0.044717393908205984,0.0014,selection,10,1000,156,156,156,575,519,345,309,1748,156,1989,3782,1390,1442,1000,1000,evaluation,0.001,10,0.5487686605996653,0.2932551888142225,0.42775678067659983,0.08404797090922406,0.0967380550075019,0.0001,synthetic_heuristic,training_data_update,10,430,retraining,430,0.007360042189789373
42,2025-11-28 11:43:49.951458,generation,9.5016,6629,random,prediction,9.2014,6629,0.4340154826641083,0.3065490126609802,0.3921308471104879,0.04302387617765755,0.0014,selection,10,1000,160,160,160,583,523,339,304,1749,160,1979,3786,1409,1442,1000,1000,evaluation,0.001,10,0.5750400276366849,0.2894257062647967,0.4788959180651533,0.09602731336634152,0.09608200567570781,0.0001,synthetic_heuristic,training_data_update,10,440,retraining,440,0.007448996984484521
43,2025-11-28 11:44:41.101822,generation,11.9002,6684,random,prediction,9.5085,6684,0.4332908093929291,0.30621519684791565,0.3907170392202803,0.044345747014325386,0.0014,selection,10,1000,159,159,159,588,529,332,302,1751,159,1979,3777,1401,1434,1000,1000,evaluation,0.0,10,0.535616167148808,0.30215319165996224,0.4466353100516711,0.08140513389427245,0.08642284543886465,0.0,synthetic_heuristic,training_data_update,10,450,retraining,450,0.0074621455785301
44,2025-11-28 11:45:31.144989,generation,12.717,6759,random,prediction,9.336,6759,0.4344988167285919,0.3492535650730133,0.4007790467675259,0.03173547318927825,0.0014,selection,10,1000,160,160,160,586,539,312,306,1743,160,1926,3804,1382,1408,1000,1000,evaluation,0.001,10,0.574107990591525,0.3413180581046236,0.4496435703894603,0.07575912746886967,0.08010001848583859,0.0001,synthetic_heuristic,training_data_update,10,460,retraining,460,0.007411664805334547
45,2025-11-28 11:46:26.396297,generation,13.3134,6570,random,prediction,9.8268,6570,0.4330655634403229,0.3052414059638977,0.3896889873472704,0.046768398279586294,0.0015,selection,10,1000,160,160,160,593,543,302,307,1745,160,1929,3797,1384,1416,1000,1000,evaluation,0.0,10,0.5349820994124548,0.34036119096576456,0.4278481510360641,0.06047212620979915,0.07708646709393624,0.0,synthetic_heuristic,training_data_update,10,470,retraining,470,0.007339936760353281
46,2025-11-28 11:47:18.717372,generation,12.1914,6617,random,prediction,9.8656,6617,0.43393251299858093,0.31223565340042114,0.3911409853618816,0.04579709731422942,0.0015,selection,10,1000,160,160,160,588,544,294,314,1740,160,1914,3808,1378,1413,1000,1000,evaluation,0.0,10,0.5335717994405589,0.29517989650800625,0.433544971361151,0.07350022005492417,0.08470828356917176,0.0,synthetic_heuristic,training_data_update,10,480,retraining,480,0.007307364574323098
47,2025-11-28 11:48:20.267834,generation,11.3867,6625,random,prediction,9.4328,6625,0.4330389201641083,0.3070056736469269,0.38984413128528955,0.04605095747663231,0.0014,selection,10,1000,161,161,161,595,547,283,312,1737,161,1892,3811,1376,1418,1000,1000,evaluation,0.0,10,0.5821275970759854,0.3042630171881553,0.4295253478702614,0.10671615098069892,0.11625933929508335,0.0,synthetic_heuristic,training_data_update,10,490,retraining,490,0.007376013426300215
48,2025-11-28 11:49:18.242789,generation,13.9009,6651,random,prediction,10.4151,6651,0.43303927779197693,0.3071333169937134,0.39128521556173873,0.046039016513812134,0.0016,selection,10,1000,159,159,159,598,555,277,313,1743,159,1914,3793,1373,1423,1000,1000,evaluation,0.0,10,0.5822852784353716,0.3165327230463205,0.4459688623635708,0.09236144421239197,0.09701480526269148,0.0,synthetic_heuristic,training_data_update,10,500,retraining,500,0.007423391945660114
49,2025-11-28 11:50:18.038960,generation,14.2569,6610,random,prediction,11.1781,6610,0.4332064092159271,0.32192692160606384,0.39366246555648665,0.04112870971405851,0.0017,selection,10,1000,158,158,158,610,555,266,309,1740,158,1910,3770,1382,1433,1000,1000,evaluation,0.001,10,0.4858912431944947,0.29777076441744355,0.3741943577918164,0.05295540540507202,0.11444838110131259,0.0001,synthetic_heuristic,training_data_update,10,510,retraining,510,0.007397357259383973
50,2025-11-28 11:51:17.639565,generation,13.5767,6607,random,prediction,11.4514,6607,0.4326944649219513,0.32080554962158203,0.39468877481425496,0.03969103575806101,0.0017,selection,10,1000,159,159,159,616,559,255,308,1738,159,1909,3756,1390,1432,1000,1000,evaluation,0.001,10,0.5577151036961705,0.27543872996957336,0.392012767559523,0.08187191629672717,0.11704250173936048,0.0001,synthetic_heuristic,training_data_update,10,520,retraining,520,0.007404771662102296
51,2025-11-28 11:52:16.972237,generation,12.3085,6706,random,prediction,9.6582,6706,0.4329046308994293,0.3126203119754791,0.3900235597985274,0.04168904404927964,0.0014,selection,10,1000,158,158,158,611,572,244,314,1741,158,1928,3742,1391,1434,1000,1000,evaluation,0.0,10,0.5658983151996513,0.2951370260105919,0.44420061976876646,0.08839164788074662,0.0938212604758199,0.0,synthetic_heuristic,training_data_update,10,530,retraining,530,0.007443647673529274
52,2025-11-28 11:53:13.210835,generation,11.7347,6665,random,prediction,9.4806,6665,0.4329858124256134,0.31905487179756165,0.39198877295424683,0.0413861179449367,0.0014,selection,10,1000,159,159,159,619,578,232,311,1740,159,1916,3736,1395,1434,1000,1000,evaluation,0.0,10,0.5722060563354111,0.28386836369181523,0.38869819602324013,0.09900396255769055,0.13176942141233916,0.0,synthetic_heuristic,training_data_update,10,540,retraining,540,0.007479162203768889
53,2025-11-28 11:54:17.389199,generation,13.477,6683,random,prediction,13.9228,6683,0.43394288420677185,0.31898900866508484,0.3923750880163051,0.04056093353327477,0.0021,selection,10,1000,165,165,165,622,591,224,304,1741,165,1935,3709,1393,1476,1000,1000,evaluation,0.0,10,0.5839497256772929,0.3357323485519575,0.4444194839957022,0.07743531236596712,0.0834446887462509,0.0,synthetic_heuristic,training_data_update,10,550,retraining,550,0.0074448198181661695
