iteration_num,timestamp,step_1_generation_step_name,step_1_generation_duration_seconds,step_1_generation_num_samples,step_1_generation_strategy,step_2_prediction_step_name,step_2_prediction_duration_seconds,step_2_prediction_num_samples,step_2_prediction_best_predicted,step_2_prediction_worst_predicted,step_2_prediction_mean_predicted,step_2_prediction_std_predicted,step_2_prediction_metadata_inference_time_per_graph,step_3_selection_step_name,step_3_selection_num_graphs_selected,step_3_selection_good_graphs_set_size,step_3_selection_good_graphs_description_node_type_counts_Validator,step_3_selection_good_graphs_description_node_type_counts_True_pass,step_3_selection_good_graphs_description_node_type_counts_False_pass,step_3_selection_good_graphs_description_node_type_counts_Split,step_3_selection_good_graphs_description_node_type_counts_Decompose_2,step_3_selection_good_graphs_description_node_type_counts_Decompose_3,step_3_selection_good_graphs_description_node_type_counts_Decompose_4,step_3_selection_good_graphs_description_node_type_counts_Combine_all,step_3_selection_good_graphs_description_node_type_counts_Combine_any,step_3_selection_good_graphs_description_node_type_counts_Solver,step_3_selection_good_graphs_description_node_type_counts_Python_solver,step_3_selection_good_graphs_description_node_type_counts_Explain,step_3_selection_good_graphs_description_node_type_counts_Extract_topic,step_3_selection_good_graphs_description_node_type_counts_START,step_3_selection_good_graphs_description_node_type_counts_END,step_4_evaluation_step_name,step_4_evaluation_duration_seconds,step_4_evaluation_num_graphs,step_4_evaluation_num_problems_available,step_4_evaluation_num_problems_per_graph,step_4_evaluation_num_evaluations,step_4_evaluation_best_evaluated,step_4_evaluation_worst_evaluated,step_4_evaluation_mean_evaluated,step_4_evaluation_std_evaluated,step_4_evaluation_rmse_gnn_vs_llm,step_4_evaluation_mae_gnn_vs_llm,step_4_evaluation_correlation_gnn_llm,step_4_evaluation_mean_absolute_error_per_graph,step_4_evaluation_mean_variance_across_graphs,step_4_evaluation_mean_std_across_graphs,step_4_evaluation_total_perfect_scores,step_4_evaluation_total_partial_scores,step_4_evaluation_total_failed_scores,step_4_evaluation_success_rate_perfect,step_4_evaluation_success_rate_any,step_4_evaluation_per_graph_metrics,step_4_evaluation_metadata_evaluation_time_per_graph,step_4_evaluation_metadata_evaluation_time_per_problem,step_4_evaluation_metadata_evaluation_method,step_4_evaluation_metadata_problem_categories,step_5_training_update_step_name,step_5_training_update_num_training_samples_added,step_5_training_update_total_training_dataset_size,step_6_retraining_step_name,step_6_retraining_training_samples,step_6_retraining_final_loss
14,2025-12-24 00:18:32.381232,generation,11.5053,527,random,prediction,0.0113,527,0.8401066064834595,0.16644839942455292,0.5298457151628763,0.22162811785006029,0.0,selection,10,15,0,0,0,0,3,4,8,15,0,17,22,10,7,15,15,llm_evaluation,193.4423,10,5,5,50,1.0,0.6386666666666667,0.8526545454545454,0.11382684576699621,0.10983313937872843,0.0881548411961758,0.5185905232578325,0.0881548411961758,0.09064711698806245,0.2493715051878565,41,9,0,0.82,1.0,10,19.3442,3.8688,llm_multiagent_system,1,training_data_update,10,150,retraining,150,0.011484188909331958
15,2025-12-24 00:24:59.483986,generation,11.7765,522,random,prediction,0.0144,522,0.8296526670455933,0.11333491653203964,0.5240530329417452,0.22395413854108026,0.0,selection,10,15,0,0,0,0,2,0,13,15,0,26,17,15,2,15,15,llm_evaluation,373.0077,10,5,5,50,1.0,0.6581818181818182,0.8692727272727273,0.12885881825207895,0.1326495193670461,0.11211658228527414,0.40030727994565324,0.11211658228527414,0.07684958677685949,0.20881473161595157,42,8,0,0.84,1.0,10,37.3008,7.4602,llm_multiagent_system,1,training_data_update,10,160,retraining,160,0.011741407215595245
16,2025-12-24 00:37:40.771073,generation,11.0776,516,random,prediction,0.0133,516,0.8828580379486084,0.1839071363210678,0.5441182155537513,0.23156542324357787,0.0,selection,10,15,0,0,0,0,2,0,13,15,0,26,17,10,7,15,15,llm_evaluation,745.3021,10,5,5,50,1.0,0.82,0.8892212121212122,0.06649751274372545,0.06956359806211884,0.055138909074031926,0.39459297674879157,0.055138909074031926,0.06677543617998163,0.22155757575757576,42,8,0,0.84,1.0,10,74.5302,14.906,llm_multiagent_system,1,training_data_update,10,170,retraining,170,0.011846370918347554
17,2025-12-24 00:43:25.680369,generation,15.475,506,random,prediction,0.0201,506,0.8712203502655029,0.12010021507740021,0.5250542241741311,0.24377771942421747,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,30,15,5,10,15,15,llm_evaluation,326.5001,10,5,5,50,1.0,0.6977777777777778,0.8209920674636271,0.10010452267811079,0.1070438206774121,0.09515846668935753,0.22860338306429268,0.09515846668935753,0.10086413686015885,0.283767712107172,38,12,0,0.76,1.0,10,32.65,6.53,llm_multiagent_system,1,training_data_update,10,180,retraining,180,0.011820486250023047
18,2025-12-24 00:45:50.961213,generation,12.0794,496,random,prediction,0.0104,496,0.8390321135520935,0.1100018098950386,0.5053161351280587,0.24367641297556086,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,30,15,7,8,15,15,llm_evaluation,130.007,10,5,5,50,1.0,0.6592727272727272,0.8420696969696969,0.13858294917360106,0.13737347826065324,0.12475600879698087,0.2658293214245327,0.12475600879698087,0.07227794857667584,0.2051617028416473,38,12,0,0.76,1.0,10,13.0007,2.6001,llm_multiagent_system,1,training_data_update,10,190,retraining,190,0.012225432958649961
19,2025-12-24 00:48:31.764405,generation,15.3864,490,random,prediction,0.0172,490,0.8368058800697327,0.13218599557876587,0.5193269956476835,0.23899499774120156,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,28,15,11,6,15,15,llm_evaluation,141.9948,10,5,5,50,1.0,0.4280199004975124,0.815022267827529,0.1680208238463643,0.1695357634103479,0.12584932374046415,0.11571116575113422,0.12584932374046415,0.08578279577675539,0.24371145616232398,38,12,0,0.76,1.0,10,14.1995,2.8399,llm_multiagent_system,1,training_data_update,10,200,retraining,200,0.012694582603871822
20,2025-12-24 00:51:19.088858,generation,12.3197,486,random,prediction,0.0225,486,0.829627513885498,0.13652119040489197,0.5085766331710443,0.23183102952384252,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,22,15,13,10,15,15,llm_evaluation,151.0249,10,5,5,50,1.0,0.8,0.8693333333333333,0.06979016167531543,0.07910731924661397,0.05475273450215658,-0.24991783256889105,0.05475273450215658,0.08777777777777777,0.2613333333333333,42,7,1,0.84,0.98,10,15.1025,3.0205,llm_multiagent_system,1,training_data_update,10,210,retraining,210,0.012796145313907237
21,2025-12-24 00:54:23.972522,generation,12.5963,482,random,prediction,0.0117,482,0.8120116591453552,0.1822858303785324,0.5230598844495057,0.2271706346134943,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,15,15,15,15,15,15,llm_evaluation,168.4212,10,5,5,50,1.0,0.6519999999999999,0.9024000000000001,0.12746387723586636,0.1496629940559789,0.1330187502861023,0.07550502196741121,0.1330187502861023,0.05702897777777778,0.15058625215497773,44,6,0,0.88,1.0,10,16.8421,3.3684,llm_multiagent_system,1,training_data_update,10,220,retraining,220,0.012710252759808844
22,2025-12-24 00:57:21.181254,generation,12.1648,479,random,prediction,0.0152,479,0.8297901153564453,0.10881296545267105,0.5041653413115563,0.2503718177346736,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,15,15,17,13,15,15,llm_evaluation,161.3594,10,5,5,50,1.0,0.5255555555555556,0.8297407407407407,0.12311102754376091,0.12311103744479346,0.07254567577220779,,0.07254567577220779,0.10209668038408778,0.28507266559822303,40,10,0,0.8,1.0,10,16.1359,3.2272,llm_multiagent_system,1,training_data_update,10,230,retraining,230,0.01281632759972759
23,2025-12-24 01:01:14.477491,generation,11.9177,469,random,prediction,0.0136,469,0.8328832983970642,0.11063612252473831,0.5168544157291017,0.23845903818755587,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,15,15,17,13,15,15,llm_evaluation,217.4176,10,5,5,50,1.0,0.6900000000000001,0.8704817204301074,0.10200134037056378,0.10889703409665133,0.08694431627745267,-0.7242332342750841,0.08694431627745267,0.07370412949473928,0.22198948062617982,41,9,0,0.82,1.0,10,21.7418,4.3484,llm_multiagent_system,1,training_data_update,10,240,retraining,240,0.012646313322087129
24,2025-12-24 01:08:17.806731,generation,11.8356,459,random,prediction,0.0225,459,0.8524138331413269,0.09193795174360275,0.4952277807693336,0.251301022197389,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,15,15,17,13,15,15,llm_evaluation,407.4695,10,5,5,50,1.0,0.82,0.892,0.08818163074019443,0.09665952931068261,0.07848276662826541,,0.07848276662826541,0.07775999999999998,0.21600000000000003,44,6,0,0.88,1.0,10,40.7469,8.1494,llm_multiagent_system,1,training_data_update,10,250,retraining,250,0.01243282199651003
25,2025-12-24 01:13:14.528674,generation,11.6276,449,random,prediction,0.0255,449,0.8676593899726868,0.04612034931778908,0.4756748942048486,0.25509832811585825,0.0001,selection,10,15,0,0,0,0,0,0,15,15,0,15,15,9,21,15,15,llm_evaluation,279.6773,10,5,5,50,1.0,0.66,0.8801916666666667,0.12824844622190684,0.131202080879646,0.1213328890164693,-0.15445281340141315,0.1213328890164693,0.06816513611111108,0.18386260544586036,42,8,0,0.84,1.0,10,27.9677,5.5935,llm_multiagent_system,1,training_data_update,10,260,retraining,260,0.013030289514706686
26,2025-12-24 01:16:15.209306,generation,12.9348,444,random,prediction,0.0141,444,0.8415603637695312,0.07966119796037674,0.46609592436066083,0.252194061819679,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,10,15,14,21,15,15,llm_evaluation,163.76,10,5,5,50,1.0,0.6386666666666667,0.8359,0.12311259977038183,0.1232426547110441,0.1007241455078125,,0.1007241455078125,0.0970620888888889,0.25965057266489844,40,10,0,0.8,1.0,10,16.376,3.2752,llm_multiagent_system,1,training_data_update,10,270,retraining,270,0.013049376576587005
27,2025-12-24 01:20:18.915736,generation,11.8149,434,random,prediction,0.0138,434,0.8052942752838135,0.15793439745903015,0.4875323031492497,0.22337952500836433,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,3,15,22,20,15,15,llm_evaluation,226.565,10,5,5,50,1.0,0.6573333333333333,0.9012787878787879,0.12873530320782647,0.14684010166026548,0.13290460106965268,0.1455528258174675,0.13290460106965268,0.057176442240587697,0.15089244055945378,44,6,0,0.88,1.0,10,22.6565,4.5313,llm_multiagent_system,1,training_data_update,10,280,retraining,280,0.01339974720031023
28,2025-12-24 02:26:58.378975,generation,13.6658,431,random,prediction,0.015,431,0.8448839783668518,0.11432912945747375,0.5007735323463405,0.2398120604204299,0.0,selection,10,15,0,0,0,0,0,0,15,15,0,3,15,18,24,15,15,llm_evaluation,3981.2711,10,5,5,50,1.0,0.6245454545454546,0.8704545454545455,0.1194763021559485,0.12426944763495677,0.09852225021882491,-0.16549497193944432,0.09852225021882491,0.07864462809917354,0.21687039412476455,42,7,1,0.84,0.98,10,398.1271,79.6254,llm_multiagent_system,1,training_data_update,10,290,retraining,290,0.013524162192058204
29,2025-12-24 03:30:48.207186,generation,11.6628,421,random,prediction,0.0119,421,0.8579751253128052,0.08053796738386154,0.4881688929970361,0.2537867345954697,0.0,selection,10,15,0,0,0,0,0,0,14,14,0,3,15,12,28,15,15,llm_evaluation,3813.7158,10,5,5,50,1.0,0.66,0.8538666666666668,0.10962919319232446,0.10970615038568726,0.0893233834584554,,0.0893233834584554,0.08885404444444445,0.24832998177801585,41,9,0,0.82,1.0,10,381.3716,76.2743,llm_multiagent_system,1,training_data_update,10,300,retraining,300,0.013158707320690155
30,2025-12-24 04:16:43.960700,generation,10.8824,411,random,prediction,0.0091,411,0.8418413996696472,0.1663600206375122,0.47529708737294457,0.21944068266896363,0.0,selection,10,15,0,0,0,0,4,0,11,15,0,7,15,13,21,15,15,llm_evaluation,2740.201,10,5,5,50,1.0,0.75125,0.8676583333333333,0.07813780961651451,0.08041711496471186,0.06044902113278707,0.17051987778000213,0.06044902113278707,0.08210433611111112,0.2501123398571111,41,9,0,0.82,1.0,10,274.0201,54.804,llm_multiagent_system,1,training_data_update,10,310,retraining,310,0.012810379579182594
31,2025-12-24 05:11:21.193986,generation,11.4084,406,random,prediction,0.0096,406,0.8056517243385315,0.0756148025393486,0.4511565428979585,0.25125267087793174,0.0,selection,10,15,0,0,0,0,7,0,5,12,0,8,15,20,6,15,15,llm_evaluation,3261.2579,10,5,5,50,1.0,0.62,0.8812,0.11857891886840596,0.13204079101313812,0.10165304298400879,-0.4288955665213635,0.10165304298400879,0.0766976,0.2082476151587624,43,6,1,0.86,0.98,10,326.1258,65.2252,llm_multiagent_system,1,training_data_update,10,320,retraining,320,0.013117486983537674
32,2025-12-24 05:44:29.949206,generation,11.1101,406,random,prediction,0.0114,406,0.8573461174964905,0.0996362492442131,0.4589550550751792,0.24182709761173393,0.0,selection,10,15,0,0,0,0,12,0,1,13,0,14,15,9,8,15,15,llm_evaluation,1972.6494,10,5,5,50,1.0,0.6186666666666667,0.8213333333333332,0.13907759624676352,0.14273269647355102,0.11743623058001199,-0.05150005855353433,0.11743623058001199,0.11023075555555555,0.275825863191495,40,9,1,0.8,0.98,10,197.2649,39.453,llm_multiagent_system,1,training_data_update,10,330,retraining,330,0.01328166068503351
33,2025-12-24 06:18:09.938517,generation,11.549,401,random,prediction,0.0099,401,0.7782211899757385,0.11032066494226456,0.4635019612096789,0.24403963380873192,0.0,selection,10,15,0,0,0,0,4,0,10,14,0,14,5,23,13,15,15,llm_evaluation,2003.0208,10,5,5,50,1.0,0.6900000000000001,0.8754,0.11859865091981443,0.15236592555715323,0.1301011493206024,-0.605438744995521,0.1301011493206024,0.07199431111111113,0.20308119481606904,42,8,0,0.84,1.0,10,200.3021,40.0604,llm_multiagent_system,1,training_data_update,10,340,retraining,340,0.013268561814637744
34,2025-12-24 06:53:41.175339,generation,11.521,396,random,prediction,0.0121,396,0.8073252439498901,0.11522231996059418,0.47406286070819453,0.2519750992893676,0.0,selection,10,15,0,0,0,0,4,6,5,15,0,15,10,12,13,15,15,llm_evaluation,2114.9087,10,5,5,50,1.0,0.5717948717948718,0.8108734265734265,0.1361805053819257,0.14000462097033609,0.10353685293897882,-0.28851544811596647,0.10353685293897882,0.0929605087431605,0.2704160492257507,37,13,0,0.74,1.0,10,211.4909,42.2982,llm_multiagent_system,1,training_data_update,10,350,retraining,350,0.013101602058325496
35,2025-12-24 07:52:45.544082,generation,11.4613,386,random,prediction,0.0096,386,0.8447858691215515,0.040942348539829254,0.45622337487926756,0.2626956192189231,0.0,selection,10,15,0,0,0,0,4,11,0,15,0,13,15,4,13,15,15,llm_evaluation,3527.8704,10,5,5,50,1.0,0.82,0.9129333333333334,0.08724738773548851,0.12311996819348353,0.09482196027437848,0.0764767345033055,0.09482196027437848,0.05363306666666667,0.16124397953931102,44,6,0,0.88,1.0,10,352.787,70.5574,llm_multiagent_system,1,training_data_update,10,360,retraining,360,0.013124777086906963
36,2025-12-24 08:44:56.436286,generation,11.8429,376,random,prediction,0.0082,376,0.8446772694587708,0.06047523394227028,0.4888435590298886,0.2814644002096207,0.0,selection,10,15,0,0,0,0,0,15,0,15,0,13,15,2,15,15,15,llm_evaluation,3113.6235,10,5,5,50,1.0,0.0,0.3721767441860465,0.45850976224808804,0.6513773014568525,0.5431922597297403,0.9119318767268915,0.5431922597297403,0.017572970470524606,0.05564651162790698,18,2,30,0.36,0.4,10,311.3623,62.2725,llm_multiagent_system,1,training_data_update,10,370,retraining,370,0.013173779059906264
37,2025-12-24 09:43:43.818615,generation,13.4118,366,random,prediction,0.0188,366,0.8767849802970886,0.002936228644102812,0.43318418704184497,0.3167558693982643,0.0001,selection,10,15,0,0,0,0,0,15,0,15,0,13,15,2,15,15,15,llm_evaluation,3507.9491,10,5,5,50,1.0,0.6533333333333333,0.8567878787878789,0.1310036274811623,0.13195944209325416,0.11568979569637414,-0.015869344197537702,0.11568979569637414,0.0815684664830119,0.21986546185859587,41,9,0,0.82,1.0,10,350.7949,70.159,llm_multiagent_system,1,training_data_update,10,380,retraining,380,0.012930200915587576
38,2025-12-24 11:10:23.233517,generation,12.8161,356,random,prediction,0.0211,356,0.8682907223701477,0.000985054299235344,0.3607576866944849,0.3067380335126926,0.0001,selection,10,15,0,0,0,0,5,10,0,15,0,15,15,5,15,15,15,llm_evaluation,5180.4679,10,5,5,50,1.0,0.634,0.8766686567164179,0.1362577794361477,0.1365662222637843,0.12413345331979626,0.12255308404198331,0.12413345331979626,0.06350979783668721,0.1757645959337398,42,8,0,0.84,1.0,10,518.0468,103.6094,llm_multiagent_system,1,training_data_update,10,390,retraining,390,0.013595549084055117
39,2025-12-24 11:55:48.405343,generation,13.0069,346,random,prediction,0.01,346,0.8554494976997375,0.0011318610049784184,0.4072503213521034,0.315606754015586,0.0,selection,10,15,0,0,0,0,3,12,0,15,0,15,14,3,16,15,15,llm_evaluation,2705.9676,10,5,5,50,1.0,0.4685227272727273,0.8050599747474747,0.1481061472904949,0.15320644778397016,0.11094294874114216,0.7670312390412145,0.11094294874114216,0.06827784895992756,0.22790673408495787,34,16,0,0.68,1.0,10,270.5968,54.1194,llm_multiagent_system,1,training_data_update,10,400,retraining,400,0.012995258197188378
